,predicted,ground_truth,difference_df_relative,difference_df_abs
0,4.2299999999999995,4.2299999999999995,0.0,0.0
1,4.430000000000001,4.430000000000001,0.0,0.0
2,6.52,6.52,0.0,0.0
3,4.33,4.33,0.0,0.0
4,8.94,8.84,0.011312217194570096,0.09999999999999964
5,4.2299999999999995,4.2299999999999995,0.0,0.0
6,6.52,6.52,0.0,0.0
7,6.619999999999999,6.619999999999999,0.0,0.0
8,6.619999999999999,6.619999999999999,0.0,0.0
9,8.94,8.94,0.0,0.0
10,4.33,4.33,0.0,0.0
11,8.94,8.94,0.0,0.0
12,6.55,6.55,0.0,0.0
13,4.2299999999999995,4.2299999999999995,0.0,0.0
14,4.33,4.33,0.0,0.0
15,4.33,4.2299999999999995,0.023640661938534407,0.10000000000000053
16,4.430000000000001,4.430000000000001,0.0,0.0
17,9.01,9.01,0.0,0.0
18,212.42,113.42999999999999,0.8726968174204355,98.99
19,511.71,422.61,0.21083268261517701,89.09999999999997
20,715.84,715.84,0.0,0.0
21,414.81,414.13,0.0016419964745369975,0.6800000000000068
22,6.72,6.72,0.0,0.0
23,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
24,6.619999999999999,6.52,0.015337423312883382,0.09999999999999964
25,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
26,4.2299999999999995,4.2299999999999995,0.0,0.0
27,4.430000000000001,4.430000000000001,0.0,0.0
28,6.72,6.619999999999999,0.015105740181268965,0.10000000000000053
29,4.33,4.33,0.0,0.0
30,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
31,6.55,6.449999999999999,0.015503875968992333,0.10000000000000053
32,4.2299999999999995,4.2299999999999995,0.0,0.0
33,6.619999999999999,6.52,0.015337423312883382,0.09999999999999964
34,4.33,4.33,0.0,0.0
35,6.55,6.449999999999999,0.015503875968992333,0.10000000000000053
36,4.33,4.2299999999999995,0.023640661938534407,0.10000000000000053
37,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
38,6.6499999999999995,6.449999999999999,0.031007751937984527,0.20000000000000018
39,4.33,4.2299999999999995,0.023640661938534407,0.10000000000000053
40,6.72,6.619999999999999,0.015105740181268965,0.10000000000000053
41,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
42,212.42,8.809999999999999,23.111237230419977,203.60999999999999
43,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
44,6.72,6.619999999999999,0.015105740181268965,0.10000000000000053
45,4.430000000000001,4.33,0.02309468822170913,0.10000000000000053
46,6.55,6.449999999999999,0.015503875968992333,0.10000000000000053
47,4.33,4.2299999999999995,0.023640661938534407,0.10000000000000053
48,8.87,8.67,0.023068050749711567,0.1999999999999993
49,6.6499999999999995,6.449999999999999,0.031007751937984527,0.20000000000000018
50,4.430000000000001,4.2299999999999995,0.047281323877068814,0.20000000000000107
51,6.6499999999999995,6.449999999999999,0.031007751937984527,0.20000000000000018
52,4.430000000000001,4.2299999999999995,0.047281323877068814,0.20000000000000107
53,8.87,8.67,0.023068050749711567,0.1999999999999993
54,6.6499999999999995,6.449999999999999,0.031007751937984527,0.20000000000000018
55,4.430000000000001,4.2299999999999995,0.047281323877068814,0.20000000000000107
