,labelled data,weights,regret
0,50,"[0.16766666666666666, 3.908333333333333, 3.5, 0.0010000000000000009, 2.0, 3.0, 3.25, 2.95, 1.251, 4.041666666666666, 0.16766666666666666, 0.33433333333333326]",0.202992666428714
1,100,"[0.1885, 5.033333333333333, 4.5, 2.001, 3.0, 6.0, 3.1416666666666666, 4.95, 0.7509999999999999, 6.624999999999999, 0.48433333333333334, 0.6676666666666664]",0.14002592846061507
