,iter,weights
0,1,"{'number_adjacent_facts_other_value': 1, 'number_other_facts_same_value': 1, 'number_other_facts_other_value': 1, 'adjacent_col_used': 1, 'adjacent_row_used': 1, 'adjacent_block_used': 1, 'other_col_cons': 1, 'other_row_cons': 1, 'other_block_cons': 1, 'number_adjacent_row_facts': 1, 'number_adjacent_col_facts': 1, 'number_adjacent_block_facts': 1}"
1,2,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.375, 'other_row_cons': 1.375, 'other_block_cons': 1.5, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
2,3,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 0.001, 'other_col_cons': 1.8125, 'other_row_cons': 1.8125, 'other_block_cons': 2.0, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.8333333333333333, 'number_adjacent_block_facts': 1.3333333333333333}"
3,4,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 0.501, 'other_col_cons': 2.3125, 'other_row_cons': 1.8125, 'other_block_cons': 1.5, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.8333333333333333, 'number_adjacent_block_facts': 1.3333333333333333}"
4,5,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.5, 'adjacent_block_used': 0.0010000000000000009, 'other_col_cons': 1.8125, 'other_row_cons': 1.8125, 'other_block_cons': 2.0, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5833333333333333, 'number_adjacent_block_facts': 1.0833333333333333}"
5,6,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 3.0, 'adjacent_block_used': 0.001, 'other_col_cons': 1.8125, 'other_row_cons': 1.3125, 'other_block_cons': 2.5, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5833333333333333, 'number_adjacent_block_facts': 1.0833333333333333}"
6,7,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.5, 'adjacent_block_used': 0.501, 'other_col_cons': 1.8125, 'other_row_cons': 1.8125, 'other_block_cons': 2.0, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5833333333333333, 'number_adjacent_block_facts': 1.0833333333333333}"
7,8,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.5, 'adjacent_block_used': 0.501, 'other_col_cons': 1.8125, 'other_row_cons': 1.8125, 'other_block_cons': 2.0, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5833333333333333, 'number_adjacent_block_facts': 1.0833333333333333}"
8,9,"{'number_adjacent_facts_other_value': 1.625, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 2.0, 'adjacent_row_used': 3.0, 'adjacent_block_used': 0.501, 'other_col_cons': 1.8125, 'other_row_cons': 1.8125, 'other_block_cons': 2.0, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 1.3333333333333333, 'number_adjacent_block_facts': 0.9833333333333333}"
9,10,"{'number_adjacent_facts_other_value': 1.25, 'number_other_facts_same_value': 1.1666666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 3.0, 'adjacent_block_used': 1.001, 'other_col_cons': 2.3125, 'other_row_cons': 1.8125, 'other_block_cons': 1.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.9583333333333333, 'number_adjacent_block_facts': 0.9833333333333333}"
10,11,"{'number_adjacent_facts_other_value': 1.25, 'number_other_facts_same_value': 1.1666666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.5, 'adjacent_block_used': 1.501, 'other_col_cons': 2.3125, 'other_row_cons': 2.3125, 'other_block_cons': 1.0, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.9583333333333333, 'number_adjacent_block_facts': 0.9833333333333333}"
11,12,"{'number_adjacent_facts_other_value': 1.25, 'number_other_facts_same_value': 1.1666666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 2.001, 'other_col_cons': 2.3125, 'other_row_cons': 2.8125, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.9583333333333333, 'number_adjacent_block_facts': 0.9833333333333333}"
12,13,"{'number_adjacent_facts_other_value': 0.75, 'number_other_facts_same_value': 1.2916666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 2.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.0625, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.45833333333333326, 'number_adjacent_block_facts': 0.4833333333333333}"
13,14,"{'number_adjacent_facts_other_value': 0.75, 'number_other_facts_same_value': 1.2916666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 2.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.0625, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.45833333333333326, 'number_adjacent_block_facts': 0.4833333333333333}"
14,15,"{'number_adjacent_facts_other_value': 1.125, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 2.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.0625, 'other_block_cons': 0.25, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.8333333333333333, 'number_adjacent_block_facts': 0.4833333333333333}"
15,16,"{'number_adjacent_facts_other_value': 1.125, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 2.501, 'other_col_cons': 2.8125, 'other_row_cons': 3.0625, 'other_block_cons': 0.25, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.8333333333333333, 'number_adjacent_block_facts': 0.4833333333333333}"
16,17,"{'number_adjacent_facts_other_value': 1.125, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.0625, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.8333333333333333, 'number_adjacent_block_facts': 0.4833333333333333}"
17,18,"{'number_adjacent_facts_other_value': 1.0, 'number_other_facts_same_value': 1.2916666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.3125, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.7083333333333333, 'number_adjacent_block_facts': 0.23333333333333328}"
18,19,"{'number_adjacent_facts_other_value': 1.0, 'number_other_facts_same_value': 1.2916666666666667, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 2.0, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.8125, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.75, 'number_adjacent_col_facts': 0.7083333333333333, 'number_adjacent_block_facts': 0.23333333333333328}"
19,20,"{'number_adjacent_facts_other_value': 1.0, 'number_other_facts_same_value': 1.2916666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.8125, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.6083333333333333, 'number_adjacent_block_facts': 0.23333333333333328}"
20,21,"{'number_adjacent_facts_other_value': 0.7, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.001, 'other_col_cons': 2.3125, 'other_row_cons': 3.8125, 'other_block_cons': 0.75, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.3083333333333333, 'number_adjacent_block_facts': 0.23333333333333328}"
21,22,"{'number_adjacent_facts_other_value': 0.7, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.501, 'other_col_cons': 2.3125, 'other_row_cons': 3.8125, 'other_block_cons': 0.75, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.2458333333333333, 'number_adjacent_block_facts': 0.3999999999999999}"
22,23,"{'number_adjacent_facts_other_value': 0.7, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.501, 'other_col_cons': 2.3125, 'other_row_cons': 3.8125, 'other_block_cons': 0.75, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.2458333333333333, 'number_adjacent_block_facts': 0.3999999999999999}"
23,24,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.501, 'other_col_cons': 2.3125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.7458333333333333, 'number_adjacent_block_facts': 0.3999999999999999}"
24,25,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 3.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 1.5, 'adjacent_block_used': 4.0009999999999994, 'other_col_cons': 2.3125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 2.25, 'number_adjacent_col_facts': 0.7458333333333333, 'number_adjacent_block_facts': 0.3999999999999999}"
25,26,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 4.0009999999999994, 'other_col_cons': 2.3125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.95, 'number_adjacent_col_facts': 1.2458333333333333, 'number_adjacent_block_facts': 0.1499999999999999}"
26,27,"{'number_adjacent_facts_other_value': 1.45, 'number_other_facts_same_value': 1.5416666666666667, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 4.0009999999999994, 'other_col_cons': 2.8125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.25, 'number_adjacent_row_facts': 2.2, 'number_adjacent_col_facts': 1.2458333333333333, 'number_adjacent_block_facts': 0.1499999999999999}"
27,28,"{'number_adjacent_facts_other_value': 1.3499999999999999, 'number_other_facts_same_value': 1.7916666666666667, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 4.0009999999999994, 'other_col_cons': 3.3125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.25, 'number_adjacent_row_facts': 2.1, 'number_adjacent_col_facts': 1.2458333333333333, 'number_adjacent_block_facts': 0.001}"
28,29,"{'number_adjacent_facts_other_value': 1.0499999999999998, 'number_other_facts_same_value': 2.041666666666667, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 4.0009999999999994, 'other_col_cons': 3.3125, 'other_row_cons': 3.9791666666666665, 'other_block_cons': 0.5, 'number_adjacent_row_facts': 1.8, 'number_adjacent_col_facts': 1.2458333333333333, 'number_adjacent_block_facts': 0.001}"
