,iter,weights
0,1,"{'number_adjacent_facts_other_value': 1, 'number_other_facts_same_value': 1, 'number_other_facts_other_value': 1, 'adjacent_col_used': 1, 'adjacent_row_used': 1, 'adjacent_block_used': 1, 'other_col_cons': 1, 'other_row_cons': 1, 'other_block_cons': 1, 'number_adjacent_row_facts': 1, 'number_adjacent_col_facts': 1, 'number_adjacent_block_facts': 1}"
1,2,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 1.5, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
2,3,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 2.0, 'adjacent_row_used': 0.001, 'adjacent_block_used': 2.0, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 0.875, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
3,4,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 2.5, 'adjacent_row_used': 0.001, 'adjacent_block_used': 2.0, 'other_col_cons': 0.875, 'other_row_cons': 1.5, 'other_block_cons': 0.875, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
4,5,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 0.501, 'adjacent_block_used': 1.5, 'other_col_cons': 0.375, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
5,6,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 0.501, 'adjacent_block_used': 1.5, 'other_col_cons': 0.625, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
6,7,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 0.501, 'adjacent_block_used': 1.5, 'other_col_cons': 1.125, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
7,8,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 0.501, 'adjacent_block_used': 1.5, 'other_col_cons': 1.125, 'other_row_cons': 1.5, 'other_block_cons': 1.5416666666666667, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
8,9,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.001, 'adjacent_block_used': 1.5, 'other_col_cons': 1.125, 'other_row_cons': 1.5, 'other_block_cons': 1.5416666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.2333333333333332}"
9,10,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.001, 'adjacent_block_used': 1.5, 'other_col_cons': 1.125, 'other_row_cons': 1.5, 'other_block_cons': 1.5416666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
10,11,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
11,12,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
12,13,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.225, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
13,14,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.3916666666666668, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
14,15,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.491666666666667, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
15,16,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.6583333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.125, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
16,17,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.6583333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.2916666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
17,18,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.7833333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.2916666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
18,19,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.2916666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
19,20,"{'number_adjacent_facts_other_value': 1.75, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.5, 'other_col_cons': 1.7916666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.4833333333333332}"
20,21,"{'number_adjacent_facts_other_value': 1.9166666666666667, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.5, 'other_col_cons': 1.7916666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.6666666666666667, 'number_adjacent_block_facts': 1.4833333333333332}"
21,22,"{'number_adjacent_facts_other_value': 1.9166666666666667, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.5, 'other_col_cons': 2.291666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.6666666666666667, 'number_adjacent_block_facts': 1.4833333333333332}"
22,23,"{'number_adjacent_facts_other_value': 2.0, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 2.5, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.5, 'other_col_cons': 2.291666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.041666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.6666666666666667, 'number_adjacent_block_facts': 1.6083333333333332}"
23,24,"{'number_adjacent_facts_other_value': 2.0, 'number_other_facts_same_value': 1.9083333333333337, 'number_other_facts_other_value': 2.5, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.501, 'adjacent_block_used': 1.0, 'other_col_cons': 1.791666666666667, 'other_row_cons': 1.0, 'other_block_cons': 2.541666666666667, 'number_adjacent_row_facts': 1.25, 'number_adjacent_col_facts': 1.6666666666666667, 'number_adjacent_block_facts': 1.6083333333333332}"
