explained,hint_constraints,other_bijectivity,other_transitivity,other_clue,adjacent_transitivity,adjacent_bijectivity,adjacent_clue,adjacent_negative_facts,adjacent_facts_from_clue,adjacent_facts_from_bijectivity,adjacent_facts_from_transitivity,other_negative_facts,other_positive_facts,remaining,time
"~connected[4,0]","[and([((friend[0,0]) and (~first[0,0])) -> (~connected[0,0]), ((friend[0,1]) and (~first[0,1])) -> (~connected[0,0]), ((friend[0,2]) and (~first[0,2])) -> (~connected[0,0]), ((friend[0,3]) and (~first[0,3])) -> (~connected[0,0]), ((friend[0,4]) and (~first[0,4])) -> (~connected[0,0]), ((friend[0,0]) and (~first[1,0])) -> (~connected[0,1]), ((friend[0,1]) and (~first[1,1])) -> (~connected[0,1]), ((friend[0,2]) and (~first[1,2])) -> (~connected[0,1]), ((friend[0,3]) and (~first[1,3])) -> (~connected[0,1]), ((friend[0,4]) and (~first[1,4])) -> (~connected[0,1]), ((friend[0,0]) and (~first[2,0])) -> (~connected[0,2]), ((friend[0,1]) and (~first[2,1])) -> (~connected[0,2]), ((friend[0,2]) and (~first[2,2])) -> (~connected[0,2]), ((friend[0,3]) and (~first[2,3])) -> (~connected[0,2]), ((friend[0,4]) and (~first[2,4])) -> (~connected[0,2]), ((friend[0,0]) and (~first[3,0])) -> (~connected[0,3]), ((friend[0,1]) and (~first[3,1])) -> (~connected[0,3]), ((friend[0,2]) and (~first[3,2])) -> (~connected[0,3]), ((friend[0,3]) and (~first[3,3])) -> (~connected[0,3]), ((friend[0,4]) and (~first[3,4])) -> (~connected[0,3]), ((friend[0,0]) and (~first[4,0])) -> (~connected[0,4]), ((friend[0,1]) and (~first[4,1])) -> (~connected[0,4]), ((friend[0,2]) and (~first[4,2])) -> (~connected[0,4]), ((friend[0,3]) and (~first[4,3])) -> (~connected[0,4]), ((friend[0,4]) and (~first[4,4])) -> (~connected[0,4]), ((friend[1,0]) and (~first[0,0])) -> (~connected[1,0]), ((friend[1,1]) and (~first[0,1])) -> (~connected[1,0]), ((friend[1,2]) and (~first[0,2])) -> (~connected[1,0]), ((friend[1,3]) and (~first[0,3])) -> (~connected[1,0]), ((friend[1,4]) and (~first[0,4])) -> (~connected[1,0]), ((friend[1,0]) and (~first[1,0])) -> (~connected[1,1]), ((friend[1,1]) and (~first[1,1])) -> (~connected[1,1]), ((friend[1,2]) and (~first[1,2])) -> (~connected[1,1]), ((friend[1,3]) and (~first[1,3])) -> (~connected[1,1]), ((friend[1,4]) and (~first[1,4])) -> (~connected[1,1]), ((friend[1,0]) and (~first[2,0])) -> (~connected[1,2]), ((friend[1,1]) and (~first[2,1])) -> (~connected[1,2]), ((friend[1,2]) and (~first[2,2])) -> (~connected[1,2]), ((friend[1,3]) and (~first[2,3])) -> (~connected[1,2]), ((friend[1,4]) and (~first[2,4])) -> (~connected[1,2]), ((friend[1,0]) and (~first[3,0])) -> (~connected[1,3]), ((friend[1,1]) and (~first[3,1])) -> (~connected[1,3]), ((friend[1,2]) and (~first[3,2])) -> (~connected[1,3]), ((friend[1,3]) and (~first[3,3])) -> (~connected[1,3]), ((friend[1,4]) and (~first[3,4])) -> (~connected[1,3]), ((friend[1,0]) and (~first[4,0])) -> (~connected[1,4]), ((friend[1,1]) and (~first[4,1])) -> (~connected[1,4]), ((friend[1,2]) and (~first[4,2])) -> (~connected[1,4]), ((friend[1,3]) and (~first[4,3])) -> (~connected[1,4]), ((friend[1,4]) and (~first[4,4])) -> (~connected[1,4]), ((friend[2,0]) and (~first[0,0])) -> (~connected[2,0]), ((friend[2,1]) and (~first[0,1])) -> (~connected[2,0]), ((friend[2,2]) and (~first[0,2])) -> (~connected[2,0]), ((friend[2,3]) and (~first[0,3])) -> (~connected[2,0]), ((friend[2,4]) and (~first[0,4])) -> (~connected[2,0]), ((friend[2,0]) and (~first[1,0])) -> (~connected[2,1]), ((friend[2,1]) and (~first[1,1])) -> (~connected[2,1]), ((friend[2,2]) and (~first[1,2])) -> (~connected[2,1]), ((friend[2,3]) and (~first[1,3])) -> (~connected[2,1]), ((friend[2,4]) and (~first[1,4])) -> (~connected[2,1]), ((friend[2,0]) and (~first[2,0])) -> (~connected[2,2]), ((friend[2,1]) and (~first[2,1])) -> (~connected[2,2]), ((friend[2,2]) and (~first[2,2])) -> (~connected[2,2]), ((friend[2,3]) and (~first[2,3])) -> (~connected[2,2]), ((friend[2,4]) and (~first[2,4])) -> (~connected[2,2]), ((friend[2,0]) and (~first[3,0])) -> (~connected[2,3]), ((friend[2,1]) and (~first[3,1])) -> (~connected[2,3]), ((friend[2,2]) and (~first[3,2])) -> (~connected[2,3]), ((friend[2,3]) and (~first[3,3])) -> (~connected[2,3]), ((friend[2,4]) and (~first[3,4])) -> (~connected[2,3]), ((friend[2,0]) and (~first[4,0])) -> (~connected[2,4]), ((friend[2,1]) and (~first[4,1])) -> (~connected[2,4]), ((friend[2,2]) and (~first[4,2])) -> (~connected[2,4]), ((friend[2,3]) and (~first[4,3])) -> (~connected[2,4]), ((friend[2,4]) and (~first[4,4])) -> (~connected[2,4]), ((friend[3,0]) and (~first[0,0])) -> (~connected[3,0]), ((friend[3,1]) and (~first[0,1])) -> (~connected[3,0]), ((friend[3,2]) and (~first[0,2])) -> (~connected[3,0]), ((friend[3,3]) and (~first[0,3])) -> (~connected[3,0]), ((friend[3,4]) and (~first[0,4])) -> (~connected[3,0]), ((friend[3,0]) and (~first[1,0])) -> (~connected[3,1]), ((friend[3,1]) and (~first[1,1])) -> (~connected[3,1]), ((friend[3,2]) and (~first[1,2])) -> (~connected[3,1]), ((friend[3,3]) and (~first[1,3])) -> (~connected[3,1]), ((friend[3,4]) and (~first[1,4])) -> (~connected[3,1]), ((friend[3,0]) and (~first[2,0])) -> (~connected[3,2]), ((friend[3,1]) and (~first[2,1])) -> (~connected[3,2]), ((friend[3,2]) and (~first[2,2])) -> (~connected[3,2]), ((friend[3,3]) and (~first[2,3])) -> (~connected[3,2]), ((friend[3,4]) and (~first[2,4])) -> (~connected[3,2]), ((friend[3,0]) and (~first[3,0])) -> (~connected[3,3]), ((friend[3,1]) and (~first[3,1])) -> (~connected[3,3]), ((friend[3,2]) and (~first[3,2])) -> (~connected[3,3]), ((friend[3,3]) and (~first[3,3])) -> (~connected[3,3]), ((friend[3,4]) and (~first[3,4])) -> (~connected[3,3]), ((friend[3,0]) and (~first[4,0])) -> (~connected[3,4]), ((friend[3,1]) and (~first[4,1])) -> (~connected[3,4]), ((friend[3,2]) and (~first[4,2])) -> (~connected[3,4]), ((friend[3,3]) and (~first[4,3])) -> (~connected[3,4]), ((friend[3,4]) and (~first[4,4])) -> (~connected[3,4]), ((friend[4,0]) and (~first[0,0])) -> (~connected[4,0]), ((friend[4,1]) and (~first[0,1])) -> (~connected[4,0]), ((friend[4,2]) and (~first[0,2])) -> (~connected[4,0]), ((friend[4,3]) and (~first[0,3])) -> (~connected[4,0]), ((friend[4,4]) and (~first[0,4])) -> (~connected[4,0]), ((friend[4,0]) and (~first[1,0])) -> (~connected[4,1]), ((friend[4,1]) and (~first[1,1])) -> (~connected[4,1]), ((friend[4,2]) and (~first[1,2])) -> (~connected[4,1]), ((friend[4,3]) and (~first[1,3])) -> (~connected[4,1]), ((friend[4,4]) and (~first[1,4])) -> (~connected[4,1]), ((friend[4,0]) and (~first[2,0])) -> (~connected[4,2]), ((friend[4,1]) and (~first[2,1])) -> (~connected[4,2]), ((friend[4,2]) and (~first[2,2])) -> (~connected[4,2]), ((friend[4,3]) and (~first[2,3])) -> (~connected[4,2]), ((friend[4,4]) and (~first[2,4])) -> (~connected[4,2]), ((friend[4,0]) and (~first[3,0])) -> (~connected[4,3]), ((friend[4,1]) and (~first[3,1])) -> (~connected[4,3]), ((friend[4,2]) and (~first[3,2])) -> (~connected[4,3]), ((friend[4,3]) and (~first[3,3])) -> (~connected[4,3]), ((friend[4,4]) and (~first[3,4])) -> (~connected[4,3]), ((friend[4,0]) and (~first[4,0])) -> (~connected[4,4]), ((friend[4,1]) and (~first[4,1])) -> (~connected[4,4]), ((friend[4,2]) and (~first[4,2])) -> (~connected[4,4]), ((friend[4,3]) and (~first[4,3])) -> (~connected[4,4]), ((friend[4,4]) and (~first[4,4])) -> (~connected[4,4])]), or([and([connected[0,0], friend[4,1], friend[0,0]]), and([connected[0,0], friend[4,2], friend[0,1]]), and([connected[0,0], friend[4,3], friend[0,2]]), and([connected[0,0], friend[4,4], friend[0,3]]), and([connected[1,0], friend[4,1], friend[1,0]]), and([connected[1,0], friend[4,2], friend[1,1]]), and([connected[1,0], friend[4,3], friend[1,2]]), and([connected[1,0], friend[4,4], friend[1,3]]), and([connected[2,0], friend[4,1], friend[2,0]]), and([connected[2,0], friend[4,2], friend[2,1]]), and([connected[2,0], friend[4,3], friend[2,2]]), and([connected[2,0], friend[4,4], friend[2,3]]), and([connected[3,0], friend[4,1], friend[3,0]]), and([connected[3,0], friend[4,2], friend[3,1]]), and([connected[3,0], friend[4,3], friend[3,2]]), and([connected[3,0], friend[4,4], friend[3,3]]), and([connected[4,0], friend[4,1], friend[4,0]]), and([connected[4,0], friend[4,2], friend[4,1]]), and([connected[4,0], friend[4,3], friend[4,2]]), and([connected[4,0], friend[4,4], friend[4,3]])]), and([sum([first[0,0], first[0,1], first[0,2], first[0,3], first[0,4]]) == 1, sum([first[1,0], first[1,1], first[1,2], first[1,3], first[1,4]]) == 1, sum([first[2,0], first[2,1], first[2,2], first[2,3], first[2,4]]) == 1, sum([first[3,0], first[3,1], first[3,2], first[3,3], first[3,4]]) == 1, sum([first[4,0], first[4,1], first[4,2], first[4,3], first[4,4]]) == 1])]",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{second[2,1], friend[3,3], followed[3,4], second[0,0], third[1,1], third[4,1], connected[3,1], third[1,3], third[2,2], friend[3,0], third[2,3], friend[3,2], friend[4,2], first[4,2], connected[3,0], connected[0,3], friend[0,4], second[4,4], third[1,4], third[3,2], followed[3,2], followed[4,3], first[4,4], friend[3,4], followed[2,3], friend[2,2], second[4,3], second[2,2], friend[2,1], first[1,0], friend[1,0], connected[3,3], second[3,1], second[1,1], third[4,3], second[0,3], followed[4,0], second[4,0], first[1,1], friend[0,2], third[2,4], second[4,1], second[1,3], followed[0,0], followed[2,0], connected[2,4], friend[0,1], connected[4,4], third[1,0], third[1,2], third[4,2], third[0,3], third[0,4], friend[0,0], second[4,2], friend[1,1], second[1,4], first[2,4], connected[1,3], connected[2,3], friend[4,3], followed[4,1], second[3,4], followed[1,2], third[3,0], followed[1,3], followed[2,1], followed[0,3], followed[3,3], followed[2,4], first[0,2], first[1,4], second[3,2], first[4,0], friend[4,0], connected[0,1], followed[4,4], friend[2,0], followed[3,1], connected[0,0], first[1,2], connected[1,4], third[3,4], first[3,3], friend[3,1], friend[2,3], friend[1,3], connected[1,0], friend[4,4], first[0,0], connected[1,1], connected[2,2], connected[1,2], first[3,4], connected[2,0], friend[4,1], first[0,4], second[2,4], second[2,3], friend[1,2], third[0,1], first[3,1], third[0,2], second[3,0], followed[2,2], third[3,3], followed[0,2], first[2,3], followed[4,2], first[3,0], followed[1,4], followed[0,4], connected[3,2], third[2,1], first[2,1], connected[0,4], first[2,0], second[3,3], followed[0,1], friend[2,4], followed[1,0], first[4,3], first[0,1], second[1,0], third[4,4], third[4,0], second[0,2], connected[2,1], connected[3,4], second[1,2], first[3,2], connected[4,3], connected[4,2], third[2,0], first[1,3], second[2,0], first[4,1], third[3,1], first[2,2], friend[1,4], first[0,3], second[0,4], connected[4,1], followed[1,1], second[0,1], third[0,0]}",10.634214162826538
"~friend[4,0]","[and([sum([first[0,0], first[0,1], first[0,2], first[0,3], first[0,4]]) == 1, sum([first[1,0], first[1,1], first[1,2], first[1,3], first[1,4]]) == 1, sum([first[2,0], first[2,1], first[2,2], first[2,3], first[2,4]]) == 1, sum([first[3,0], first[3,1], first[3,2], first[3,3], first[3,4]]) == 1, sum([first[4,0], first[4,1], first[4,2], first[4,3], first[4,4]]) == 1]), and([((friend[0,0]) and (~first[0,0])) -> (~connected[0,0]), ((friend[0,1]) and (~first[0,1])) -> (~connected[0,0]), ((friend[0,2]) and (~first[0,2])) -> (~connected[0,0]), ((friend[0,3]) and (~first[0,3])) -> (~connected[0,0]), ((friend[0,4]) and (~first[0,4])) -> (~connected[0,0]), ((friend[0,0]) and (~first[1,0])) -> (~connected[0,1]), ((friend[0,1]) and (~first[1,1])) -> (~connected[0,1]), ((friend[0,2]) and (~first[1,2])) -> (~connected[0,1]), ((friend[0,3]) and (~first[1,3])) -> (~connected[0,1]), ((friend[0,4]) and (~first[1,4])) -> (~connected[0,1]), ((friend[0,0]) and (~first[2,0])) -> (~connected[0,2]), ((friend[0,1]) and (~first[2,1])) -> (~connected[0,2]), ((friend[0,2]) and (~first[2,2])) -> (~connected[0,2]), ((friend[0,3]) and (~first[2,3])) -> (~connected[0,2]), ((friend[0,4]) and (~first[2,4])) -> (~connected[0,2]), ((friend[0,0]) and (~first[3,0])) -> (~connected[0,3]), ((friend[0,1]) and (~first[3,1])) -> (~connected[0,3]), ((friend[0,2]) and (~first[3,2])) -> (~connected[0,3]), ((friend[0,3]) and (~first[3,3])) -> (~connected[0,3]), ((friend[0,4]) and (~first[3,4])) -> (~connected[0,3]), ((friend[0,0]) and (~first[4,0])) -> (~connected[0,4]), ((friend[0,1]) and (~first[4,1])) -> (~connected[0,4]), ((friend[0,2]) and (~first[4,2])) -> (~connected[0,4]), ((friend[0,3]) and (~first[4,3])) -> (~connected[0,4]), ((friend[0,4]) and (~first[4,4])) -> (~connected[0,4]), ((friend[1,0]) and (~first[0,0])) -> (~connected[1,0]), ((friend[1,1]) and (~first[0,1])) -> (~connected[1,0]), ((friend[1,2]) and (~first[0,2])) -> (~connected[1,0]), ((friend[1,3]) and (~first[0,3])) -> (~connected[1,0]), ((friend[1,4]) and (~first[0,4])) -> (~connected[1,0]), ((friend[1,0]) and (~first[1,0])) -> (~connected[1,1]), ((friend[1,1]) and (~first[1,1])) -> (~connected[1,1]), ((friend[1,2]) and (~first[1,2])) -> (~connected[1,1]), ((friend[1,3]) and (~first[1,3])) -> (~connected[1,1]), ((friend[1,4]) and (~first[1,4])) -> (~connected[1,1]), ((friend[1,0]) and (~first[2,0])) -> (~connected[1,2]), ((friend[1,1]) and (~first[2,1])) -> (~connected[1,2]), ((friend[1,2]) and (~first[2,2])) -> (~connected[1,2]), ((friend[1,3]) and (~first[2,3])) -> (~connected[1,2]), ((friend[1,4]) and (~first[2,4])) -> (~connected[1,2]), ((friend[1,0]) and (~first[3,0])) -> (~connected[1,3]), ((friend[1,1]) and (~first[3,1])) -> (~connected[1,3]), ((friend[1,2]) and (~first[3,2])) -> (~connected[1,3]), ((friend[1,3]) and (~first[3,3])) -> (~connected[1,3]), ((friend[1,4]) and (~first[3,4])) -> (~connected[1,3]), ((friend[1,0]) and (~first[4,0])) -> (~connected[1,4]), ((friend[1,1]) and (~first[4,1])) -> (~connected[1,4]), ((friend[1,2]) and (~first[4,2])) -> (~connected[1,4]), ((friend[1,3]) and (~first[4,3])) -> (~connected[1,4]), ((friend[1,4]) and (~first[4,4])) -> (~connected[1,4]), ((friend[2,0]) and (~first[0,0])) -> (~connected[2,0]), ((friend[2,1]) and (~first[0,1])) -> (~connected[2,0]), ((friend[2,2]) and (~first[0,2])) -> (~connected[2,0]), ((friend[2,3]) and (~first[0,3])) -> (~connected[2,0]), ((friend[2,4]) and (~first[0,4])) -> (~connected[2,0]), ((friend[2,0]) and (~first[1,0])) -> (~connected[2,1]), ((friend[2,1]) and (~first[1,1])) -> (~connected[2,1]), ((friend[2,2]) and (~first[1,2])) -> (~connected[2,1]), ((friend[2,3]) and (~first[1,3])) -> (~connected[2,1]), ((friend[2,4]) and (~first[1,4])) -> (~connected[2,1]), ((friend[2,0]) and (~first[2,0])) -> (~connected[2,2]), ((friend[2,1]) and (~first[2,1])) -> (~connected[2,2]), ((friend[2,2]) and (~first[2,2])) -> (~connected[2,2]), ((friend[2,3]) and (~first[2,3])) -> (~connected[2,2]), ((friend[2,4]) and (~first[2,4])) -> (~connected[2,2]), ((friend[2,0]) and (~first[3,0])) -> (~connected[2,3]), ((friend[2,1]) and (~first[3,1])) -> (~connected[2,3]), ((friend[2,2]) and (~first[3,2])) -> (~connected[2,3]), ((friend[2,3]) and (~first[3,3])) -> (~connected[2,3]), ((friend[2,4]) and (~first[3,4])) -> (~connected[2,3]), ((friend[2,0]) and (~first[4,0])) -> (~connected[2,4]), ((friend[2,1]) and (~first[4,1])) -> (~connected[2,4]), ((friend[2,2]) and (~first[4,2])) -> (~connected[2,4]), ((friend[2,3]) and (~first[4,3])) -> (~connected[2,4]), ((friend[2,4]) and (~first[4,4])) -> (~connected[2,4]), ((friend[3,0]) and (~first[0,0])) -> (~connected[3,0]), ((friend[3,1]) and (~first[0,1])) -> (~connected[3,0]), ((friend[3,2]) and (~first[0,2])) -> (~connected[3,0]), ((friend[3,3]) and (~first[0,3])) -> (~connected[3,0]), ((friend[3,4]) and (~first[0,4])) -> (~connected[3,0]), ((friend[3,0]) and (~first[1,0])) -> (~connected[3,1]), ((friend[3,1]) and (~first[1,1])) -> (~connected[3,1]), ((friend[3,2]) and (~first[1,2])) -> (~connected[3,1]), ((friend[3,3]) and (~first[1,3])) -> (~connected[3,1]), ((friend[3,4]) and (~first[1,4])) -> (~connected[3,1]), ((friend[3,0]) and (~first[2,0])) -> (~connected[3,2]), ((friend[3,1]) and (~first[2,1])) -> (~connected[3,2]), ((friend[3,2]) and (~first[2,2])) -> (~connected[3,2]), ((friend[3,3]) and (~first[2,3])) -> (~connected[3,2]), ((friend[3,4]) and (~first[2,4])) -> (~connected[3,2]), ((friend[3,0]) and (~first[3,0])) -> (~connected[3,3]), ((friend[3,1]) and (~first[3,1])) -> (~connected[3,3]), ((friend[3,2]) and (~first[3,2])) -> (~connected[3,3]), ((friend[3,3]) and (~first[3,3])) -> (~connected[3,3]), ((friend[3,4]) and (~first[3,4])) -> (~connected[3,3]), ((friend[3,0]) and (~first[4,0])) -> (~connected[3,4]), ((friend[3,1]) and (~first[4,1])) -> (~connected[3,4]), ((friend[3,2]) and (~first[4,2])) -> (~connected[3,4]), ((friend[3,3]) and (~first[4,3])) -> (~connected[3,4]), ((friend[3,4]) and (~first[4,4])) -> (~connected[3,4]), ((friend[4,0]) and (~first[0,0])) -> (~connected[4,0]), ((friend[4,1]) and (~first[0,1])) -> (~connected[4,0]), ((friend[4,2]) and (~first[0,2])) -> (~connected[4,0]), ((friend[4,3]) and (~first[0,3])) -> (~connected[4,0]), ((friend[4,4]) and (~first[0,4])) -> (~connected[4,0]), ((friend[4,0]) and (~first[1,0])) -> (~connected[4,1]), ((friend[4,1]) and (~first[1,1])) -> (~connected[4,1]), ((friend[4,2]) and (~first[1,2])) -> (~connected[4,1]), ((friend[4,3]) and (~first[1,3])) -> (~connected[4,1]), ((friend[4,4]) and (~first[1,4])) -> (~connected[4,1]), ((friend[4,0]) and (~first[2,0])) -> (~connected[4,2]), ((friend[4,1]) and (~first[2,1])) -> (~connected[4,2]), ((friend[4,2]) and (~first[2,2])) -> (~connected[4,2]), ((friend[4,3]) and (~first[2,3])) -> (~connected[4,2]), ((friend[4,4]) and (~first[2,4])) -> (~connected[4,2]), ((friend[4,0]) and (~first[3,0])) -> (~connected[4,3]), ((friend[4,1]) and (~first[3,1])) -> (~connected[4,3]), ((friend[4,2]) and (~first[3,2])) -> (~connected[4,3]), ((friend[4,3]) and (~first[3,3])) -> (~connected[4,3]), ((friend[4,4]) and (~first[3,4])) -> (~connected[4,3]), ((friend[4,0]) and (~first[4,0])) -> (~connected[4,4]), ((friend[4,1]) and (~first[4,1])) -> (~connected[4,4]), ((friend[4,2]) and (~first[4,2])) -> (~connected[4,4]), ((friend[4,3]) and (~first[4,3])) -> (~connected[4,4]), ((friend[4,4]) and (~first[4,4])) -> (~connected[4,4])]), and([sum([connected[0,0], connected[0,1], connected[0,2], connected[0,3], connected[0,4]]) == 1, sum([connected[1,0], connected[1,1], connected[1,2], connected[1,3], connected[1,4]]) == 1, sum([connected[2,0], connected[2,1], connected[2,2], connected[2,3], connected[2,4]]) == 1, sum([connected[3,0], connected[3,1], connected[3,2], connected[3,3], connected[3,4]]) == 1, sum([connected[4,0], connected[4,1], connected[4,2], connected[4,3], connected[4,4]]) == 1]), or([and([connected[0,0], friend[4,1], friend[0,0]]), and([connected[0,0], friend[4,2], friend[0,1]]), and([connected[0,0], friend[4,3], friend[0,2]]), and([connected[0,0], friend[4,4], friend[0,3]]), and([connected[1,0], friend[4,1], friend[1,0]]), and([connected[1,0], friend[4,2], friend[1,1]]), and([connected[1,0], friend[4,3], friend[1,2]]), and([connected[1,0], friend[4,4], friend[1,3]]), and([connected[2,0], friend[4,1], friend[2,0]]), and([connected[2,0], friend[4,2], friend[2,1]]), and([connected[2,0], friend[4,3], friend[2,2]]), and([connected[2,0], friend[4,4], friend[2,3]]), and([connected[3,0], friend[4,1], friend[3,0]]), and([connected[3,0], friend[4,2], friend[3,1]]), and([connected[3,0], friend[4,3], friend[3,2]]), and([connected[3,0], friend[4,4], friend[3,3]]), and([connected[4,0], friend[4,1], friend[4,0]]), and([connected[4,0], friend[4,2], friend[4,1]]), and([connected[4,0], friend[4,3], friend[4,2]]), and([connected[4,0], friend[4,4], friend[4,3]])])]",2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{second[2,1], friend[3,3], followed[3,4], second[0,0], third[1,1], third[4,1], connected[3,1], third[1,3], third[2,2], friend[3,0], third[2,3], friend[3,2], friend[4,2], first[4,2], connected[3,0], connected[0,3], friend[0,4], second[4,4], third[1,4], third[3,2], followed[3,2], followed[4,3], first[4,4], friend[3,4], followed[2,3], friend[2,2], second[4,3], second[2,2], friend[2,1], first[1,0], friend[1,0], connected[3,3], second[3,1], second[1,1], third[4,3], second[0,3], followed[4,0], second[4,0], first[1,1], friend[0,2], third[2,4], second[4,1], second[1,3], followed[0,0], followed[2,0], connected[2,4], friend[0,1], connected[4,4], third[1,0], third[1,2], third[4,2], third[0,3], third[0,4], friend[0,0], second[4,2], friend[1,1], second[1,4], first[2,4], connected[1,3], connected[2,3], friend[4,3], followed[4,1], second[3,4], followed[1,2], third[3,0], followed[1,3], followed[2,1], followed[0,3], followed[3,3], followed[2,4], first[0,2], first[1,4], second[3,2], first[4,0], connected[0,1], followed[4,4], friend[2,0], followed[3,1], connected[0,0], first[1,2], connected[1,4], third[3,4], first[3,3], friend[3,1], friend[2,3], friend[1,3], connected[1,0], friend[4,4], first[0,0], connected[1,1], connected[2,2], connected[1,2], first[3,4], connected[2,0], friend[4,1], first[0,4], second[2,4], second[2,3], friend[1,2], third[0,1], first[3,1], third[0,2], second[3,0], followed[2,2], third[3,3], followed[0,2], first[2,3], followed[4,2], first[3,0], followed[1,4], followed[0,4], connected[3,2], third[2,1], first[2,1], connected[0,4], first[2,0], second[3,3], followed[0,1], friend[2,4], followed[1,0], first[4,3], first[0,1], second[1,0], third[4,4], third[4,0], second[0,2], connected[2,1], connected[3,4], second[1,2], first[3,2], connected[4,3], connected[4,2], third[2,0], first[1,3], second[2,0], first[4,1], third[3,1], first[2,2], friend[1,4], first[0,3], second[0,4], connected[4,1], followed[1,1], second[0,1], third[0,0]}",9.664443492889404
