,iter,time exp 1,time exp 2
0,1,9.26379942893982,5.432939291000366
1,2,11.064697980880737,11.434998750686646
2,3,7.694386959075928,11.220306396484375
3,4,9.657968997955322,12.638108253479004
4,5,11.231657266616821,13.837719202041626
5,6,11.199623584747314,15.207178831100464
6,7,11.797785997390747,14.08311676979065
7,8,11.364727020263672,15.847420692443848
8,9,11.558306694030762,16.3809871673584
9,10,13.567771196365356,20.40593981742859
10,11,13.738312244415283,27.993738889694214
11,12,11.940178632736206,25.818916082382202
12,13,13.610133409500122,25.119690418243408
13,14,15.145016193389893,26.695022344589233
14,15,13.828005075454712,20.531396627426147
15,16,19.65403389930725,23.422186613082886
16,17,21.760881185531616,27.954745531082153
17,18,13.501003503799438,30.920483350753784
18,19,16.31363582611084,29.66778874397278
19,20,13.143460273742676,32.03086590766907
20,21,15.774793863296509,30.90402102470398
21,22,13.040268659591675,30.74731469154358
22,23,17.843625783920288,25.145127534866333
23,24,13.360475778579712,24.50193738937378
24,25,12.935154676437378,27.56072235107422
25,26,16.38261127471924,21.326333045959473
26,27,14.71021842956543,24.355675220489502
27,28,15.961015701293945,19.775502920150757
28,29,13.30614709854126,18.93929886817932
29,30,12.424743413925171,24.691207885742188
30,31,13.53768515586853,16.488689661026
31,32,12.929241418838501,17.496850967407227
32,33,13.833966255187988,15.755652666091919
33,34,17.62126851081848,27.457724809646606
34,35,17.222450256347656,30.30769920349121
35,36,22.006250381469727,28.072996377944946
36,37,22.138432264328003,28.190325498580933
37,38,22.553543090820312,36.32756495475769
38,39,19.703174829483032,36.967005014419556
39,40,20.22733759880066,37.68172788619995
40,41,19.188645839691162,35.7240788936615
41,42,25.59839367866516,51.76908564567566
42,43,34.014309883117676,48.376402378082275
43,44,23.979588508605957,40.3889799118042
44,45,27.77383017539978,36.37582993507385
45,46,24.905144214630127,33.044352769851685
46,47,23.118274688720703,47.31138873100281
47,48,21.140447854995728,47.21072816848755
48,49,21.62034034729004,39.684455156326294
49,50,22.702492713928223,47.769564628601074
50,51,23.266845226287842,52.06555223464966
51,52,23.740272045135498,39.11291742324829
52,53,14.927629232406616,20.13288903236389
53,54,15.405759334564209,24.129171133041382
54,55,14.080201148986816,18.858147144317627
55,56,15.635819911956787,20.678377866744995
56,57,13.4971284866333,20.446711778640747
57,58,13.085162878036499,20.93794584274292
58,59,14.178363561630249,21.8354914188385
59,60,12.665881872177124,17.008976936340332
60,61,12.14037537574768,20.094143390655518
61,62,12.252760648727417,26.61307716369629
62,63,13.11860728263855,24.695090293884277
63,64,13.452638626098633,26.162500619888306
64,65,17.418633699417114,34.81834650039673
65,66,11.928059577941895,25.716460466384888
66,67,14.996803045272827,22.4813871383667
67,68,15.078678369522095,31.86805558204651
68,69,15.31043028831482,35.384979009628296
69,70,16.123844861984253,31.29719066619873
70,71,10.824112176895142,30.823858737945557
71,72,13.186758518218994,18.286059141159058
72,73,9.894274234771729,29.803850650787354
73,74,8.26613998413086,24.41763710975647
74,75,10.262257814407349,28.50023102760315
75,76,9.698641061782837,23.227905988693237
76,77,10.337795972824097,24.315573692321777
77,78,11.929464101791382,20.309024333953857
78,79,10.14253568649292,26.430970430374146
79,80,9.062451601028442,19.5138258934021
80,81,9.416073322296143,20.591325044631958
81,82,9.437907934188843,19.42688536643982
82,83,8.948625087738037,19.279819011688232
83,84,8.465396642684937,14.109602212905884
84,85,7.496997117996216,16.822465658187866
85,86,11.142206907272339,20.51763653755188
86,87,7.350911855697632,15.521980047225952
87,88,7.189501523971558,16.77439570426941
88,89,7.634051084518433,14.554967164993286
89,90,8.41855001449585,16.21011519432068
90,91,6.167618751525879,12.879494667053223
91,92,5.913713693618774,15.05596113204956
92,93,8.203766107559204,14.203380584716797
93,94,13.813401699066162,30.373729705810547
94,95,13.291606426239014,26.91138529777527
95,96,12.400497198104858,24.939409971237183
96,97,11.736586809158325,26.57661771774292
97,98,8.098218441009521,15.42199444770813
98,99,7.341885805130005,17.176048040390015
99,100,6.076822757720947,23.361840963363647
100,101,7.399665117263794,15.465881586074829
