,weights,regret
0,"[8.929571428571426, 11.0, 16.0, 4.0634999999999994, 13.751, 10.001, 28.000999999999998, 10.001, 9.333333333333334, 50.99999999999998, 15.999999999999998, 12.001000000000001]",1.6673571002497471
