,iter,time exp 1,time exp 2
0,1,10.497963666915894,11.211411476135254
1,2,10.944845199584961,13.67517375946045
2,3,9.518867254257202,11.426830530166626
3,4,11.89109492301941,17.341622591018677
4,5,13.890952348709106,18.311558485031128
5,6,12.311802625656128,13.234884023666382
6,7,10.28021502494812,17.0813889503479
7,8,12.802329063415527,18.20811128616333
8,9,12.064682245254517,11.786516666412354
9,10,10.204363822937012,15.004372835159302
10,11,13.50559663772583,14.64514708518982
11,12,13.023022651672363,13.478565454483032
12,13,11.050925254821777,14.665881872177124
13,14,12.920383214950562,16.465779542922974
14,15,12.653415203094482,20.761624574661255
15,16,10.511283874511719,19.83344554901123
16,17,10.617475748062134,17.542811393737793
17,18,13.358879089355469,19.757534980773926
18,19,11.003337621688843,22.947792053222656
19,20,11.764817714691162,22.22910976409912
20,21,9.333641529083252,19.909331560134888
21,22,13.160552501678467,19.223968267440796
22,23,16.126792430877686,18.50372552871704
23,24,15.584078788757324,25.676247358322144
24,25,13.096585273742676,18.069233417510986
25,26,11.58498501777649,18.012815952301025
26,27,11.813601016998291,14.765365362167358
27,28,11.716103553771973,16.555214643478394
28,29,11.137034177780151,16.64687418937683
29,30,12.186344146728516,18.07703471183777
30,31,11.424068450927734,18.31896996498108
31,32,9.984323501586914,17.229108333587646
32,33,9.080398797988892,20.38532018661499
33,34,8.965601682662964,19.052727222442627
34,35,7.096720218658447,17.593027114868164
35,36,7.325848579406738,16.244234085083008
36,37,8.18712568283081,15.984299182891846
37,38,9.618560552597046,17.12804865837097
38,39,11.619956493377686,15.385955810546875
39,40,11.112254619598389,16.115718364715576
40,41,11.40744423866272,14.193838357925415
41,42,10.671699047088623,11.2970712184906
42,43,11.831443309783936,15.080150604248047
43,44,13.758277893066406,16.5425066947937
44,45,10.086438655853271,13.929412364959717
45,46,14.865812063217163,15.740492105484009
46,47,12.598767042160034,14.20128870010376
47,48,11.583926677703857,15.801036834716797
48,49,10.97597074508667,14.291019916534424
49,50,8.81591248512268,10.580738544464111
50,51,7.830222845077515,11.831338167190552
51,52,6.6910319328308105,14.968538284301758
52,53,8.30247688293457,17.800225257873535
53,54,7.615551710128784,17.63260507583618
54,55,9.944535255432129,15.72779393196106
55,56,8.987134218215942,18.255943059921265
56,57,9.399439096450806,16.19960379600525
57,58,10.201880931854248,15.713619232177734
58,59,10.423474788665771,12.795785665512085
59,60,6.813539981842041,13.905499458312988
60,61,8.843623638153076,14.867192029953003
61,62,8.588734149932861,12.000664472579956
62,63,8.681936502456665,14.027258157730103
63,64,6.916786193847656,10.726008176803589
64,65,7.729458332061768,13.623932361602783
65,66,6.806762218475342,12.53748631477356
66,67,10.487646102905273,13.942787647247314
67,68,9.399893760681152,12.998530149459839
68,69,8.536006927490234,14.777909278869629
69,70,5.942171573638916,18.118059873580933
70,71,6.46353006362915,18.249417781829834
71,72,7.651482343673706,11.253393650054932
72,73,6.696993350982666,10.49668025970459
73,74,6.651787042617798,10.391302824020386
74,75,6.830416917800903,9.231338024139404
75,76,5.750528335571289,9.555673599243164
76,77,6.289352655410767,10.034203290939331
77,78,6.051797866821289,9.342018127441406
78,79,5.1755852699279785,13.52626371383667
79,80,4.480173826217651,7.317076683044434
80,81,4.394481182098389,7.6409008502960205
81,82,5.540450096130371,11.521685361862183
82,83,5.468884468078613,7.50678825378418
83,84,5.283152341842651,7.5561606884002686
84,85,8.235021352767944,10.761760711669922
85,86,6.212839126586914,10.513583421707153
86,87,7.902779817581177,7.966407537460327
87,88,6.999626874923706,9.389350414276123
88,89,6.245018005371094,8.948336839675903
89,90,9.270137310028076,11.211012601852417
90,91,9.283405065536499,9.584247350692749
91,92,8.005938291549683,10.322288274765015
92,93,8.083265781402588,10.247311115264893
93,94,8.696832418441772,11.318539381027222
94,95,8.66242241859436,9.288859605789185
95,96,7.694570064544678,9.319935083389282
96,97,6.095214128494263,14.408565044403076
97,98,5.792442321777344,19.90352725982666
98,99,6.820519685745239,8.105146408081055
99,100,5.432750940322876,8.16408634185791
100,101,4.410453796386719,8.657621622085571
