,labelled data,weights,regret
0,50,"[1.5, 1.0, 4.75, 5.208333333333333, 0.501, 2.0, 0.001, 6.25, 0.16766666666666669, 0.251, 3.0, 0.8260000000000001]",0.2053960177159535
1,100,"[1.5, 0.5, 5.75, 7.208333333333333, 0.501, 3.0, 0.251, 7.25, 1.001, 0.5129047619047619, 4.0, 0.551]",0.23402295020895666
