,weights,regret
0,"[6.483142857142859, 20.85814285714286, 18.083333333333336, 66.0, 76.0, 5.001000000000001, 13.709333333333333, 32.251, 46.0, 15.536714285714286, 0.001, 3.001]",0.8782697135757589
