,labelled data,weights,regret
0,50,"[6.0, 10.001000000000001, 8.5, 14.333333333333332, 6.0, 6.0, 1.0, 17.500999999999998, 4.167666666666667, 6.0, 6.0, 1.0]",418.81928204499593
1,100,"[6.0, 10.001000000000001, 8.5, 14.333333333333332, 6.0, 6.0, 1.0, 17.500999999999998, 4.167666666666667, 6.0, 6.0, 1.0]",717.8715289456678
