,labelled data,weights,regret
0,50,"[0.001, 40.00099999999999, 41.0, 0.001, 30.000999999999998, 50.001, 55.166666666666664, 55.16666666666666, 38.751, 60.83433333333333, 0.001, 11.334333333333333]",0.13740913023444118
1,100,"[0.001, 107.50099999999998, 61.0, 30.000999999999998, 20.000999999999998, 130.001, 73.49999999999999, 132.66666666666666, 12.084333333333333, 105.83433333333333, 13.667666666666666, 0.001]",0.13104829373212976
