,weights,regret
0,"[100.12401587301588, 41.16766666666666, 41.06399213342557, 20.000999999999998, 50.001000000000005, 71.0, 60.91666666666667, 48.52480952380953, 7.501, 48.5, 35.334333333333326, 46.66766666666666]",0.2706240305180854
