,predicted,ground_truth,difference_df_relative,difference_df_abs
0,25.4,25.4,0.0,0.0
1,37.32,37.32,0.0,0.0
2,41.220000000000006,41.220000000000006,0.0,0.0
3,43.300000000000004,43.300000000000004,0.0,0.0
4,71.2,61.5,0.1577235772357724,9.700000000000003
5,43.300000000000004,43.300000000000004,0.0,0.0
6,71.2,61.5,0.1577235772357724,9.700000000000003
7,37.32,37.32,0.0,0.0
8,39.2,39.2,0.0,0.0
9,39.2,39.2,0.0,0.0
10,35.2,35.2,0.0,0.0
11,17.2,15.62,0.10115236875800257,1.58
12,39.2,39.2,0.0,0.0
13,41.220000000000006,41.220000000000006,0.0,0.0
14,43.300000000000004,31.72,0.36506935687263575,11.580000000000005
15,25.4,25.4,0.0,0.0
16,61.15,37.32,0.6385316184351554,23.83
17,81.08,41.220000000000006,0.967006307617661,39.85999999999999
18,152.23999999999998,132.31,0.15063109364371535,19.92999999999998
19,527.21,425.31,0.23958994615692092,101.90000000000003
20,748.51,748.51,0.0,0.0
21,414.0,413.32000000000005,0.0016452143617534838,0.67999999999995
22,39.300000000000004,35.2,0.11647727272727276,4.100000000000001
23,21.3,14.719999999999999,0.4470108695652176,6.580000000000002
24,25.4,21.3,0.192488262910798,4.099999999999998
25,61.15,29.819999999999997,1.0506371562709593,31.330000000000002
26,25.4,13.819999999999999,0.8379160636758323,11.58
27,39.300000000000004,39.300000000000004,0.0,0.0
28,39.2,39.2,0.0,0.0
29,25.4,21.3,0.192488262910798,4.099999999999998
30,17.2,15.62,0.10115236875800257,1.58
31,16.52,15.62,0.057618437900128064,0.9000000000000004
32,21.3,14.719999999999999,0.4470108695652176,6.580000000000002
33,61.15,29.819999999999997,1.0506371562709593,31.330000000000002
34,25.4,25.4,0.0,0.0
35,61.15,37.32,0.6385316184351554,23.83
36,25.4,13.819999999999999,0.8379160636758323,11.58
37,43.300000000000004,31.72,0.36506935687263575,11.580000000000005
38,25.4,13.819999999999999,0.8379160636758323,11.58
39,81.08,41.220000000000006,0.967006307617661,39.85999999999999
40,83.08,47.6,0.7453781512605041,35.48
41,83.08,37.32,1.2261521972132905,45.76
42,81.08,41.220000000000006,0.967006307617661,39.85999999999999
43,81.08,41.220000000000006,0.967006307617661,39.85999999999999
44,85.08,59.379999999999995,0.4328056584708657,25.700000000000003
45,83.08,39.300000000000004,1.1139949109414755,43.779999999999994
46,72.38,14.719999999999999,3.9171195652173916,57.66
47,83.08,15.62,4.318822023047375,67.46
48,81.08,25.4,2.1921259842519687,55.68
49,81.08,37.32,1.172561629153269,43.76
50,83.08,51.42,0.6157137300661221,31.659999999999997
51,83.08,35.2,1.3602272727272724,47.879999999999995
52,83.08,14.719999999999999,4.6440217391304355,68.36
53,81.08,21.3,2.8065727699530516,59.78
54,81.08,29.819999999999997,1.7189805499664659,51.260000000000005
55,81.08,13.819999999999999,4.8668596237337205,67.26
