,labelled data,weights,regret
0,50,"[9.297619047619047, 49.83433333333333, 28.5, 1.0, 20.000999999999998, 81.0, 55.001000000000005, 80.5, 18.334333333333333, 54.33333333333334, 1.6676666666666664, 18.834333333333333]",0.1474341163628801
1,100,"[15.477190476190472, 93.83433333333333, 61.0, 20.000999999999998, 80.001, 131.0, 81.33433333333333, 128.83333333333331, 37.501, 101.00000000000001, 19.072428571428564, 0.001]",0.17226525269715492
