grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,time
"[[0 4 0 0 0 0 0 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 0 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 0 8 0]
 [3 0 0 9 0 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [1, 8, 6]], ['FACT', [3, 6, 8]], ['FACT', [4, 0, 6]], ['FACT', [5, 3, 6]]]","[['ROW', 4], ['ROW', 5], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 7, 6]]",1,3,0,0,0,1,1,2,0,1,0,1,4.831313371658325
"[[0 4 0 0 0 0 0 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 0 8 0]
 [3 0 0 9 0 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [0, 1, 4]], ['FACT', [1, 6, 5]], ['FACT', [2, 6, 1]], ['FACT', [3, 6, 8]], ['FACT', [4, 6, 2]], ['FACT', [5, 6, 9]], ['FACT', [7, 6, 6]], ['FACT', [8, 0, 4]]]","[['ROW', 8], ['ROW', 0], ['COL', 6]]","['DERIVED', [6, 6, 4]]",6,2,0,1,0,0,0,2,0,0,6,1,5.465523958206177
"[[0 4 0 0 0 0 0 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 0 0 9 0 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [3, 5, 4]], ['FACT', [6, 6, 4]], ['FACT', [7, 3, 9]], ['FACT', [8, 0, 4]]]","[['ROW', 8], ['ROW', 6], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 4, 4]]",1,3,0,0,0,1,1,2,0,1,0,1,4.5288405418396
"[[0 4 0 0 0 0 0 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 0 0 9 4 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [4, 1, 8]], ['FACT', [5, 5, 8]], ['FACT', [6, 7, 8]], ['FACT', [7, 0, 3]], ['FACT', [7, 3, 9]], ['FACT', [7, 4, 4]]]","[['ROW', 7], ['COL', 5], ['COL', 1], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 2, 8]]",3,3,0,0,1,0,2,0,1,3,0,1,4.708307266235352
"[[0 4 0 0 0 0 0 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 0 8 9 4 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [0, 7, 2]], ['FACT', [0, 8, 8]], ['FACT', [1, 2, 9]], ['FACT', [1, 8, 6]], ['FACT', [2, 1, 3]], ['FACT', [2, 2, 6]], ['FACT', [2, 7, 9]], ['FACT', [4, 3, 3]], ['FACT', [5, 3, 6]], ['FACT', [7, 3, 9]]]","[['ROW', 0], ['COL', 3], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 6, 3]]",4,2,4,0,1,1,1,0,1,2,0,4,5.780815124511719
"[[0 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 0 8 9 4 0 6 0 2]
 [4 6 0 0 0 0 0 0 9]]","[['FACT', [0, 6, 3]], ['FACT', [1, 6, 5]], ['FACT', [2, 6, 1]], ['FACT', [3, 6, 8]], ['FACT', [4, 6, 2]], ['FACT', [5, 6, 9]], ['FACT', [6, 6, 4]], ['FACT', [7, 6, 6]]]","[['COL', 6]]","['DERIVED', [8, 6, 7]]",8,0,0,1,0,0,0,0,0,0,8,2,5.233461141586304
"[[0 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 0 8 9 4 0 6 0 2]
 [4 6 0 0 0 0 7 0 9]]","[['FACT', [6, 0, 9]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 2]], ['FACT', [7, 0, 3]], ['FACT', [7, 2, 8]], ['FACT', [8, 6, 7]]]","[['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 1, 7]]",5,1,0,0,0,1,0,1,0,2,1,5,4.22528600692749
"[[0 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 0 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 0 0 0 0 7 0 9]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 2]], ['FACT', [2, 1, 3]], ['FACT', [3, 1, 9]], ['FACT', [4, 1, 8]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 7]], ['FACT', [8, 1, 6]]]","[['COL', 1]]","['DERIVED', [5, 1, 1]]",8,0,0,1,0,0,0,0,0,0,8,2,4.197603464126587
"[[0 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 0 0 0 0 7 0 9]]","[['FACT', [5, 1, 1]], ['FACT', [6, 0, 9]], ['FACT', [6, 2, 2]], ['FACT', [7, 0, 3]], ['FACT', [7, 2, 8]], ['FACT', [8, 0, 4]]]","[['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 2, 1]]",5,1,0,0,0,1,1,0,0,1,2,5,3.945632219314575
"[[0 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [1, 0, 8]], ['FACT', [2, 6, 1]], ['FACT', [5, 1, 1]], ['FACT', [8, 2, 1]]]","[['ROW', 2], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [0, 0, 1]]",1,3,0,1,0,0,0,1,2,0,1,1,3.131784439086914
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 0 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [0, 1, 4]], ['FACT', [0, 7, 2]], ['FACT', [0, 8, 8]], ['FACT', [1, 0, 8]], ['FACT', [1, 1, 2]], ['FACT', [3, 5, 4]], ['FACT', [5, 4, 2]], ['FACT', [5, 5, 8]], ['FACT', [6, 2, 2]], ['FACT', [6, 6, 4]], ['FACT', [6, 7, 8]], ['FACT', [7, 3, 9]]]","[['ROW', 1], ['ROW', 0], ['ROW', 6], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [1, 3, 4]]",3,3,6,1,1,0,0,2,1,2,1,0,8.619125604629517
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 0]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [0, 1, 4]], ['FACT', [1, 3, 4]], ['FACT', [2, 6, 1]], ['FACT', [2, 7, 9]]]","[['ROW', 1], ['ROW', 0], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 8, 4]]",2,2,0,0,0,1,0,2,0,2,0,2,3.35931658744812
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 0 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [0, 7, 2]], ['FACT', [0, 8, 8]], ['FACT', [1, 8, 6]], ['FACT', [2, 7, 9]], ['FACT', [2, 8, 4]], ['FACT', [8, 6, 7]]]","[['COL', 6], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 7]]",5,1,0,0,0,1,1,0,0,1,2,5,2.6676573753356934
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 0 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [2, 8, 4]], ['FACT', [3, 7, 6]], ['FACT', [4, 2, 4]], ['FACT', [6, 6, 4]]]","[['ROW', 4], ['COL', 8], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 4]]",1,3,0,0,0,1,2,1,0,0,1,1,2.6916487216949463
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 0 9]]","[['FACT', [0, 6, 3]], ['FACT', [3, 7, 6]], ['FACT', [4, 3, 3]], ['FACT', [5, 7, 4]], ['FACT', [6, 7, 8]], ['FACT', [7, 0, 3]]]","[['ROW', 4], ['ROW', 7], ['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [8, 7, 3]]",3,3,0,1,0,0,0,2,1,0,3,1,2.7976455688476562
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 0 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [1, 6, 5]], ['FACT', [4, 8, 5]], ['FACT', [6, 7, 8]], ['FACT', [8, 7, 3]]]","[['COL', 8], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 5]]",2,2,0,0,0,1,2,0,0,0,2,2,2.9773120880126953
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 0 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [7, 3, 9]], ['FACT', [7, 4, 4]], ['FACT', [7, 6, 6]], ['FACT', [7, 7, 5]], ['FACT', [7, 8, 2]], ['FACT', [8, 2, 1]]]","[['ROW', 7], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 5, 1]]",5,1,0,0,1,0,0,0,1,5,0,2,2.778275728225708
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 0]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [6, 6, 4]], ['FACT', [6, 7, 8]], ['FACT', [7, 5, 1]], ['FACT', [8, 2, 1]]]","[['ROW', 8], ['ROW', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 8, 1]]",2,2,0,0,0,1,0,2,0,2,0,2,3.071807861328125
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 0 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [2, 6, 1]], ['FACT', [3, 7, 6]], ['FACT', [5, 7, 4]], ['FACT', [6, 8, 1]]]","[['COL', 8], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 7, 1]]",2,2,0,0,0,1,2,0,0,0,2,2,2.197669506072998
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 0 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [0, 0, 1]], ['FACT', [1, 3, 4]], ['FACT', [2, 6, 1]], ['FACT', [7, 5, 1]]]","[['ROW', 2], ['ROW', 0], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 4, 1]]",1,3,0,0,0,1,1,2,0,1,0,1,2.263009548187256
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 0 0 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [1, 4, 1]], ['FACT', [4, 3, 3]], ['FACT', [5, 3, 6]], ['FACT', [7, 5, 1]]]","[['COL', 5], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 3, 1]]",2,2,0,0,0,1,2,0,0,0,2,2,2.2889301776885986
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 0 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 1 0 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [0, 6, 3]], ['FACT', [1, 3, 4]], ['FACT', [1, 4, 1]], ['FACT', [2, 1, 3]]]","[['ROW', 1], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 5, 3]]",2,2,0,0,1,0,0,0,2,2,0,2,2.131776809692383
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 3 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 1 0 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 0 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [1, 5, 3]], ['FACT', [4, 3, 3]], ['FACT', [7, 4, 4]], ['FACT', [8, 7, 3]]]","[['ROW', 8], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [6, 4, 3]]",1,3,0,1,0,0,0,1,2,0,1,1,2.1356611251831055
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 3 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 1 0 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 3 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [3, 3, 1]], ['FACT', [3, 5, 4]], ['FACT', [4, 8, 5]], ['FACT', [5, 3, 6]], ['FACT', [5, 4, 2]], ['FACT', [5, 5, 8]]]","[['ROW', 4], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 4, 5]]",5,1,0,0,0,1,0,1,0,2,1,5,1.7950191497802734
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 3 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 1 5 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 3 0 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [5, 3, 6]], ['FACT', [6, 4, 3]], ['FACT', [7, 4, 4]], ['FACT', [7, 5, 1]], ['FACT', [8, 1, 6]]]","[['ROW', 8], ['COL', 3], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 5, 6]]",3,2,0,0,0,1,1,1,0,1,1,3,2.67903208732605
"[[1 4 0 0 0 0 3 2 8]
 [8 2 9 4 1 3 5 7 6]
 [0 3 6 0 0 0 1 9 4]
 [2 9 0 1 5 4 8 6 0]
 [6 8 4 3 0 0 2 1 5]
 [0 1 0 6 2 8 9 4 0]
 [9 5 2 0 3 6 4 8 1]
 [3 7 8 9 4 1 6 5 2]
 [4 6 1 0 0 0 7 3 9]]","[['FACT', [6, 4, 3]], ['FACT', [6, 5, 6]], ['FACT', [7, 1, 7]], ['FACT', [8, 6, 7]]]","[['ROW', 6], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 3, 7]]",2,2,0,0,1,0,0,0,2,2,0,2,2.464716911315918
