,labelled data,weights,regret
0,50,"[1.4000000000000004, 1.9433962264150941, 3.916666666666668, 1.8870967741935478, 1.0, 1.0, 10.0, 6.0, 3.500000000000001, 6.251, 6.0, 4.5]",19.698645983250167
1,100,"[2.95, 1.9433962264150944, 5.583333333333332, 2.5725806451612896, 2.001, 1.0, 10.0, 6.0, 3.500000000000001, 6.876000000000001, 6.0, 6.5]",20.58640728999134
