,labelled data,weights,regret
0,50,"[0.493095238095238, 1.7019047619047627, 1.4171428571428575, 1.0, 1.0, 1.6000000000000005, 1.2111904761904766, 2.2166666666666677, 0.4833333333333334, 1.590833333333334, 0.31833333333333386, 0.10333333333333308]",0.11698146681950429
1,100,"[0.09976190476190447, 2.0369047619047627, 1.6171428571428577, 0.8, 1.2000000000000002, 2.4000000000000012, 1.4778571428571436, 2.0166666666666675, 0.37083333333333346, 1.757500000000001, 0.001, 0.06766666666666667]",0.11809478229662497
