,labelled data,weights,regret
0,50,"[0.8153571428571429, 1.858333333333334, 1.1333333333333335, 0.20000000000000015, 1.0, 1.7000000000000006, 1.6000000000000005, 2.058333333333334, 0.8249999999999998, 1.6000000000000005, 0.2302380952380953, 0.6066666666666665]",0.12849341435932166
1,100,"[0.49761904761904757, 2.2083333333333344, 1.693333333333334, 0.5000000000000001, 1.1, 2.200000000000001, 1.9666666666666677, 2.7333333333333343, 0.575, 1.7916666666666672, 0.11516666666666661, 0.09833333333333326]",0.11730860783628473
