,weights,regret
0,"[80.66666666666667, 32.929571428571435, 73.69990053170831, 110.001, 71.0, 10.001, 27.250999999999998, 34.09623809523809, 10.001, 131.0, 19.024809523809523, 27.66666666666668]",0.22293483378667878
