,weights,regret
0,"[40.67857142857142, 54.001000000000005, 13.106392156862746, 21.0, 0.001, 31.0, 17.834333333333344, 6.251, 0.001, 28.5, 22.000999999999998, 36.0]",0.47331775148444283
