,predicted,ground_truth,difference_df_relative,difference_df_abs
0,41.040000000000006,41.040000000000006,0.0,0.0
1,141.15,141.15,0.0,0.0
2,141.13,141.13,0.0,0.0
3,141.21999999999997,141.21,7.0816514410895e-05,0.009999999999962483
4,241.41,231.44,0.04307811959903214,9.969999999999999
5,141.13,41.19,2.4263170672493324,99.94
6,141.15,141.15,0.0,0.0
7,41.040000000000006,41.040000000000006,0.0,0.0
8,250.22,131.23,0.9067286443648558,118.99000000000001
9,241.31999999999996,141.24999999999997,0.7084601769911505,100.07
10,331.34999999999997,131.25000000000003,1.5245714285714278,200.09999999999994
11,251.45,141.43999999999997,0.7777856334841632,110.01000000000002
12,241.24999999999997,131.31000000000003,0.8372553499352671,109.93999999999994
13,241.33,141.26000000000002,0.7084100240690923,100.07
14,331.39,221.39,0.49686074348434894,110.0
15,241.28999999999996,131.25,0.8383999999999997,110.03999999999996
16,231.29999999999998,131.26,0.7621514551272284,100.03999999999999
17,250.22,131.26,0.9062928538777999,118.96000000000001
18,251.28,131.31,0.9136394790952707,119.97
19,41.040000000000006,41.040000000000006,0.0,0.0
20,41.040000000000006,41.040000000000006,0.0,0.0
21,251.26999999999995,31.240000000000002,7.043213828425094,220.02999999999994
22,250.22,21.310000000000002,10.741905208822148,228.91
23,351.24,21.36,15.4438202247191,329.88
24,141.13,31.349999999999998,3.5017543859649125,109.78
25,151.17,31.21,3.8436398590195444,119.95999999999998
26,141.13,31.23,3.519052193403778,109.89999999999999
27,1.1900000000000002,1.1900000000000002,0.0,0.0
28,450.41999999999996,1.3,345.476923076923,449.11999999999995
29,431.45,11.35,37.013215859030836,420.09999999999997
30,321.44999999999993,11.319999999999997,27.396643109540637,310.12999999999994
31,251.35,11.32,21.204063604240282,240.03
32,31.12,11.360000000000001,1.7394366197183095,19.759999999999998
33,531.51,11.309999999999999,45.99469496021221,520.2
34,141.15,1.28,109.2734375,139.87
35,141.13,1.34,104.32089552238804,139.79
36,151.17,21.18,6.137393767705381,129.98999999999998
37,141.13,11.319999999999997,11.467314487632512,129.81
38,361.40999999999997,11.229999999999999,31.18254674977738,350.17999999999995
39,41.040000000000006,11.32,2.6254416961130747,29.720000000000006
40,41.040000000000006,11.329999999999998,2.62224183583407,29.710000000000008
41,41.040000000000006,21.17,0.9385923476617857,19.870000000000005
42,141.13,11.279999999999998,11.511524822695037,129.85
43,151.17,11.319999999999999,12.354240282685513,139.85
44,540.51,1.32,408.4772727272727,539.1899999999999
45,151.17,11.229999999999999,12.46126447016919,139.94
46,441.41999999999996,11.259999999999998,38.202486678507995,430.15999999999997
47,41.040000000000006,11.239999999999998,2.6512455516014244,29.800000000000008
48,41.040000000000006,11.309999999999999,2.6286472148541122,29.730000000000008
49,41.040000000000006,1.33,29.85714285714286,39.71000000000001
50,41.040000000000006,21.189999999999998,0.9367626238791888,19.85000000000001
51,250.22,1.26,197.5873015873016,248.96
52,141.13,101.27999999999999,0.39346366508688796,39.85000000000001
53,141.15,11.249999999999998,11.546666666666669,129.9
54,141.13,101.35,0.39250123334977804,39.78
55,41.040000000000006,11.239999999999998,2.6512455516014244,29.800000000000008
