,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,name
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Starting
1,-0.16666666666666666,0.0,0.16666666666666666,-1.0,1.0,-1.0,0.5,0.125,0.625,0.0,-0.3333333333333333,0.0,Difference
2,0.001,1.0,2.6666666666666665,0.001,11.0,0.001,6.0,2.25,7.25,1.0,0.001,1.0,Final
3,0.001,1.0,2.6666666666666665,0.001,11.0,0.001,6.0,2.25,7.25,1.0,0.001,1.0,Starting
4,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.375,0.0,-0.5,0.25,-0.3333333333333333,Difference
5,0.001,1.0,2.6666666666666665,0.001,11.0,0.001,2.666666666666667,6.0,7.25,0.001,2.501,0.001,Final
6,0.001,1.0,2.6666666666666665,0.001,11.0,0.001,2.666666666666667,6.0,7.25,0.001,2.501,0.001,Starting
7,0.0,-0.3333333333333333,0.058823529411764705,0.0,0.0,0.0,-0.14285714285714285,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,Difference
8,0.001,0.001,3.2549019607843137,0.001,11.0,0.001,1.2380952380952386,7.666666666666666,10.583333333333332,0.001,2.501,0.001,Final
9,0.001,0.001,3.2549019607843137,0.001,11.0,0.001,1.2380952380952386,7.666666666666666,10.583333333333332,0.001,2.501,0.001,Starting
10,0.8571428571428571,0.4,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.75,Difference
11,8.57242857142857,4.001,3.2549019607843137,10.001,11.0,0.001,0.001,7.666666666666666,20.583333333333332,10.001,2.501,7.501,Final
12,8.57242857142857,4.001,3.2549019607843137,10.001,11.0,0.001,0.001,7.666666666666666,20.583333333333332,10.001,2.501,7.501,Starting
13,-0.25,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,-0.25,0.0,0.0,Difference
14,6.072428571428571,4.001,13.254901960784313,10.001,11.0,10.001,5.001,17.666666666666664,30.583333333333332,7.5009999999999994,2.501,7.501,Final
15,6.072428571428571,4.001,13.254901960784313,10.001,11.0,10.001,5.001,17.666666666666664,30.583333333333332,7.5009999999999994,2.501,7.501,Starting
16,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,Difference
17,6.072428571428571,4.001,14.163992869875223,10.001,11.0,10.001,3.334333333333334,17.666666666666664,30.583333333333332,7.5009999999999994,2.501,7.501,Final
18,6.072428571428571,4.001,14.163992869875223,10.001,11.0,10.001,3.334333333333334,17.666666666666664,30.583333333333332,7.5009999999999994,2.501,7.501,Starting
19,0.5,-0.3333333333333333,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,Difference
20,11.07242857142857,0.6676666666666673,24.163992869875223,20.000999999999998,11.0,10.001,0.001,17.666666666666664,30.583333333333332,7.5009999999999994,12.501,7.501,Final
21,11.07242857142857,0.6676666666666673,24.163992869875223,20.000999999999998,11.0,10.001,0.001,17.666666666666664,30.583333333333332,7.5009999999999994,12.501,7.501,Starting
22,-0.375,0.0,0.1111111111111111,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,-0.4,-0.3333333333333333,0.0,Difference
23,7.322428571428571,0.6676666666666673,25.275103980986334,20.000999999999998,11.0,20.000999999999998,5.001,20.999999999999996,30.583333333333332,3.5009999999999994,9.167666666666666,7.501,Final
24,7.322428571428571,0.6676666666666673,25.275103980986334,20.000999999999998,11.0,20.000999999999998,5.001,20.999999999999996,30.583333333333332,3.5009999999999994,9.167666666666666,7.501,Starting
25,-0.16666666666666666,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,Difference
26,5.6557619047619045,0.6676666666666673,25.900103980986334,20.000999999999998,11.0,20.000999999999998,5.001,20.999999999999996,30.583333333333332,3.5009999999999994,9.167666666666666,2.5010000000000003,Final
27,5.6557619047619045,0.6676666666666673,25.900103980986334,20.000999999999998,11.0,20.000999999999998,5.001,20.999999999999996,30.583333333333332,3.5009999999999994,9.167666666666666,2.5010000000000003,Starting
28,0.25,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,Difference
29,8.155761904761905,0.6676666666666673,25.900103980986334,20.000999999999998,1.0,20.000999999999998,5.001,22.999999999999996,30.583333333333332,13.501,9.167666666666666,2.5010000000000003,Final
30,8.155761904761905,0.6676666666666673,25.900103980986334,20.000999999999998,1.0,20.000999999999998,5.001,22.999999999999996,30.583333333333332,13.501,9.167666666666666,2.5010000000000003,Starting
31,-0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.25,-0.2,Difference
32,6.727190476190476,10.667666666666667,25.900103980986334,20.000999999999998,1.0,20.000999999999998,5.001,26.33333333333333,30.583333333333332,13.501,6.6676666666666655,0.5010000000000003,Final
33,6.727190476190476,10.667666666666667,25.900103980986334,20.000999999999998,1.0,20.000999999999998,5.001,26.33333333333333,30.583333333333332,13.501,6.6676666666666655,0.5010000000000003,Starting
34,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,Difference
35,6.727190476190476,10.667666666666667,25.900103980986334,10.000999999999998,1.0,30.000999999999998,15.001000000000001,26.33333333333333,20.583333333333332,13.501,6.6676666666666655,0.5010000000000003,Final
