,weights,regret
0,"[60.440476190476204, 19.096238095238096, 87.31368678039779, 131.0, 111.0, 0.001, 7.501, 40.001000000000005, 25.000999999999998, 103.33333333333334, 13.166666666666664, 65.0]",0.5558538766393816
