,predicted,ground_truth,difference_df_relative,difference_df_abs
118,11.309999999999999,11.309999999999999,0.0,0.0
119,13.349999999999998,13.349999999999998,0.0,0.0
120,20.110000000000003,12.209999999999999,0.6470106470106474,7.900000000000004
121,13.329999999999998,13.329999999999998,0.0,0.0
122,11.12,11.12,0.0,0.0
123,11.12,11.12,0.0,0.0
124,11.12,11.12,0.0,0.0
125,11.149999999999999,11.149999999999999,0.0,0.0
126,13.42,13.36,0.004491017964071893,0.0600000000000005
127,110.21000000000001,13.36,7.249251497005989,96.85000000000001
128,110.21000000000001,13.36,7.249251497005989,96.85000000000001
129,120.25,13.44,7.9471726190476195,106.81
130,20.110000000000003,13.48,0.49183976261127615,6.630000000000003
131,13.52,13.52,0.0,0.0
132,11.02,11.02,0.0,0.0
133,13.34,13.34,0.0,0.0
