grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,time
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [7, 6, 5]]]","[['ROW', 8], ['ROW', 2], ['ROW', 0], ['COL', 4], ['COL', 3], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 5, 5]]",1,3,8,0,1,0,2,2,3,0,1,0,8.728167057037354
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 5, 5]], ['FACT', [8, 8, 2]]]","[['ROW', 8], ['ROW', 4], ['ROW', 3], ['ROW', 1], ['ROW', 6], ['ROW', 2], ['ROW', 5], ['ROW', 0], ['COL', 2], ['COL', 4], ['COL', 8], ['COL', 1], ['COL', 6], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 7, 2]]",1,3,17,0,1,0,6,7,4,1,0,1,15.375760555267334
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 0 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 5, 3]], ['FACT', [2, 5, 4]], ['FACT', [3, 0, 5]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]]]","[['ROW', 3], ['ROW', 1], ['ROW', 0], ['COL', 0], ['COL', 4], ['COL', 8], ['COL', 1], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 7, 4]]",1,3,11,0,1,0,5,2,3,0,1,0,8.842900037765503
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [5, 4, 5]], ['FACT', [5, 7, 2]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['ROW', 4], ['ROW', 3], ['ROW', 2], ['ROW', 0], ['COL', 4], ['COL', 2], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 1, 2]]",1,3,8,0,1,0,2,3,3,1,0,1,9.537499189376831
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 7, 3]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 1], ['ROW', 6], ['ROW', 2], ['ROW', 8], ['ROW', 7], ['COL', 7], ['COL', 4], ['COL', 3], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 5, 7]]",2,2,9,0,1,0,3,4,3,2,0,0,20.660617113113403
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [4, 7, 3]], ['FACT', [7, 3, 3]], ['FACT', [7, 5, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 1], ['ROW', 6], ['ROW', 8], ['ROW', 7], ['COL', 7], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 8, 7]]",1,3,6,0,1,0,2,3,4,0,1,0,11.3544921875
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [3, 1, 2]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]], ['FACT', [8, 8, 2]]]","[['ROW', 1], ['ROW', 7], ['COL', 2], ['COL', 8], ['COL', 1], ['COL', 5], ['COL', 3], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 0, 2]]",1,3,7,0,1,0,5,1,3,1,0,0,11.976714372634888
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [2 6 0 3 0 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [1, 7, 4]], ['FACT', [2, 5, 4]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 4, 8]], ['FACT', [6, 8, 7]], ['FACT', [8, 8, 2]]]","[['ROW', 3], ['ROW', 6], ['ROW', 8], ['ROW', 7], ['COL', 8], ['COL', 5], ['COL', 3], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 4, 9]]",1,2,7,0,1,0,3,3,3,0,1,1,15.304406642913818
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [2 6 0 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 7, 2]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 4], ['ROW', 3], ['ROW', 5], ['ROW', 7], ['COL', 7], ['COL', 2], ['COL', 1], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 0, 8]]",1,2,11,0,1,0,3,3,4,0,1,1,22.573753356933594
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 0 0 0 0]
 [8 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [2 6 0 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [4, 0, 8]], ['FACT', [5, 8, 8]], ['FACT', [6, 4, 8]]]","[['ROW', 3], ['COL', 4], ['COL', 3], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [3, 5, 8]]",0,4,0,0,1,0,2,0,2,0,0,0,7.625150680541992
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [2 6 0 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [2, 1, 8]], ['FACT', [4, 0, 8]], ['FACT', [6, 4, 8]], ['FACT', [8, 7, 8]]]","[['ROW', 7], ['COL', 0], ['COL', 1], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 2, 8]]",0,4,0,0,1,0,2,0,2,0,0,0,7.207965135574341
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [2, 2, 9]], ['FACT', [3, 4, 3]], ['FACT', [4, 0, 8]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [7, 0, 2]], ['FACT', [7, 2, 8]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 4], ['ROW', 1], ['ROW', 6], ['ROW', 8], ['ROW', 7], ['COL', 4], ['COL', 8], ['COL', 3], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 5, 2]]",0,3,12,0,1,0,3,4,5,0,0,0,8.26152777671814
"[[0 0 2 8 0 3 9 0 6]
 [0 3 0 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [4, 0, 8]], ['FACT', [4, 3, 9]], ['FACT', [5, 0, 3]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]], ['FACT', [6, 5, 2]], ['FACT', [6, 6, 3]], ['FACT', [7, 0, 2]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 7, 8]]]","[['ROW', 3], ['ROW', 1], ['ROW', 2], ['ROW', 5], ['ROW', 8], ['ROW', 0], ['COL', 7], ['COL', 0], ['COL', 4], ['COL', 1], ['COL', 6], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [1, 2, 5]]",0,2,17,0,1,0,6,5,3,0,0,0,23.66022825241089
"[[0 0 2 8 0 3 9 0 6]
 [0 3 5 0 7 9 8 4 0]
 [0 8 9 0 0 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 0 0 0 3 5]
 [3 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 4, 7]], ['FACT', [1, 6, 8]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [4, 0, 8]], ['FACT', [4, 3, 9]], ['FACT', [4, 8, 5]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [7, 2, 8]], ['FACT', [7, 5, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['ROW', 4], ['ROW', 1], ['ROW', 6], ['ROW', 2], ['ROW', 8], ['ROW', 7], ['ROW', 0], ['COL', 4], ['COL', 8], ['COL', 1], ['COL', 5], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 7, 9]]",0,2,20,0,1,0,5,6,5,0,0,0,20.95352339744568
