grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,time
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 0 0 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [3, 3, 4]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['COL', 3], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 5, 5]]",3,2,5,1,1,0,1,0,2,3,0,0,21.385108947753906
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [1, 3, 2]], ['FACT', [2, 1, 8]], ['FACT', [2, 4, 6]], ['FACT', [2, 5, 4]], ['FACT', [5, 4, 5]], ['FACT', [8, 0, 9]], ['FACT', [8, 5, 5]]]","[['ROW', 2], ['COL', 4], ['COL', 5], ['COL', 0], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 2, 9]]",3,2,4,0,1,0,3,0,2,3,0,1,17.857282400131226
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 2, 9]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [1, 2, 5]]",2,2,0,1,0,0,0,0,2,0,2,2,10.525747776031494
"[[0 0 2 8 1 3 9 0 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]]]","[['ROW', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 7, 5]]",5,1,0,0,1,0,0,0,1,5,0,2,19.04698395729065
"[[0 0 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 4, 1]], ['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 5, 9]], ['FACT', [2, 3, 5]], ['FACT', [2, 5, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [6, 4, 8]], ['FACT', [8, 1, 7]]]","[['ROW', 0], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 0, 7]]",5,1,6,0,1,0,2,0,1,5,0,1,11.300566911697388
"[[7 0 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]]]","[['ROW', 0]]","['DERIVED', [0, 1, 4]]",8,0,0,0,1,0,0,0,0,8,0,2,16.252791166305542
"[[7 4 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [6, 4, 8]], ['FACT', [7, 1, 6]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['ROW', 1], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 0, 6]]",2,2,6,0,1,0,2,0,2,2,0,1,20.99627161026001
"[[7 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 4, 1]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [2, 2, 9]], ['FACT', [2, 4, 6]], ['FACT', [2, 6, 2]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 5], ['COL', 2], ['COL', 0], ['COL', 4], ['COL', 6], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [5, 0, 3]]",2,2,13,1,1,0,3,0,2,2,0,0,12.344542026519775
"[[7 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [5, 0, 3]]]","[['COL', 2], ['COL', 1], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [1, 1, 3]]",5,1,0,1,0,0,1,0,2,1,2,5,6.9435155391693115
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 0 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 2, 5]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]]]","[['COL', 2], ['COL', 0], ['COL', 1], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [2, 0, 1]]",8,0,0,1,0,0,2,0,2,2,2,8,5.997396469116211
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 0 0]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [1, 0, 6]], ['FACT', [1, 4, 7]], ['FACT', [1, 6, 8]], ['FACT', [2, 1, 8]], ['FACT', [2, 5, 4]], ['FACT', [3, 0, 5]], ['FACT', [4, 4, 2]], ['FACT', [5, 0, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 8, 4]], ['FACT', [8, 0, 9]]]","[['ROW', 1], ['COL', 0], ['COL', 4], ['COL', 8], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 8, 1]]",4,0,12,1,1,0,2,0,2,3,1,1,14.204774618148804
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 0 1]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 1, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [1, 8, 1]], ['FACT', [2, 0, 1]], ['FACT', [2, 2, 9]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 1], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 7, 4]]",6,0,6,0,1,0,1,0,1,6,0,2,15.023918390274048
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]]]","[['ROW', 3], ['COL', 7], ['COL', 6], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [2, 7, 7]]",7,0,5,1,0,0,2,1,2,1,2,7,11.365440607070923
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [2, 7, 7]]]","[['COL', 7], ['COL', 6], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [2, 8, 3]]",8,0,0,1,0,0,2,0,2,2,2,8,6.306816816329956
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 8, 1]], ['FACT', [2, 3, 5]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [6, 6, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]]]","[['ROW', 7], ['COL', 7], ['COL', 4], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 5, 7]]",3,1,12,1,1,0,2,0,4,3,0,1,22.25451898574829
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [1, 3, 2]], ['FACT', [2, 4, 6]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['COL', 4], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 5, 2]]",3,1,5,1,0,0,1,0,2,1,2,3,20.41896891593933
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [0 6 0 0 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [5, 3, 7]]",4,1,4,1,0,0,1,0,2,1,2,4,10.602829217910767
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [0 6 0 0 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 5, 7]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]]]","[['ROW', 6], ['COL', 3], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 3, 6]]",3,1,7,1,1,0,1,0,2,2,0,2,25.850128412246704
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 6 8 2 3 0 0]
 [0 6 0 0 9 7 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [7, 5, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['COL', 3], ['COL', 4], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [8, 3, 1]]",4,0,6,1,1,0,2,0,2,1,1,3,31.737038135528564
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [3 0 0 7 5 0 0 0 8]
 [0 5 0 6 8 2 3 0 0]
 [0 6 0 0 9 7 5 0 4]
 [9 7 3 1 4 5 0 8 2]]","[['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 4, 9]], ['FACT', [7, 5, 7]], ['FACT', [8, 3, 1]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['COL', 3], ['COL', 4], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 3, 3]]",8,0,0,1,0,0,2,0,2,2,2,8,17.188618183135986
