grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,time
"[[0 0 2 8 1 3 9 0 6]
 [6 0 5 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]]]","[['ROW', 2], ['ROW', 1], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [0, 7, 5]]",2,2,0,0,0,1,0,2,0,2,0,2,27.20353627204895
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [1, 6, 8]], ['FACT', [2, 5, 4]], ['FACT', [7, 8, 4]]]","[['ROW', 2], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 4]]",3,2,0,0,0,1,1,1,0,1,1,3,25.437010288238525
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [3, 0, 5]], ['FACT', [5, 8, 8]], ['FACT', [7, 6, 5]]]","[['ROW', 3], ['COL', 6], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 8, 5]]",1,3,0,0,0,1,2,1,0,0,1,1,27.85198664665222
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [6, 6, 3]], ['FACT', [7, 4, 9]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['ROW', 6], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 3, 3]]",1,3,0,0,0,1,1,2,0,1,0,1,38.196136713027954
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [2, 3, 5]], ['FACT', [6, 1, 5]], ['FACT', [7, 6, 5]], ['FACT', [8, 4, 4]]]","[['ROW', 7], ['ROW', 6], ['COL', 3], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 5, 5]]",1,3,0,0,0,1,1,2,0,1,0,1,34.119558572769165
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [4, 3, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 8], ['ROW', 1], ['COL', 6], ['COL', 3], ['COL', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [2, 2, 9]]",2,3,5,0,0,1,3,3,0,1,1,1,41.510132789611816
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 3, 2]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 4, 6]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 8, 2]]]","[['ROW', 0], ['ROW', 8], ['ROW', 3], ['ROW', 4], ['ROW', 1], ['COL', 8], ['COL', 1], ['COL', 6], ['COL', 4], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 7, 2]]",2,4,19,0,0,1,4,5,0,2,0,1,75.07029867172241
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 7, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]]]","[['ROW', 3], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 7, 3]]",3,2,0,0,0,1,1,1,0,1,1,3,18.938304901123047
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [0, 6, 9]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 4, 7]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [2, 4, 6]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 4, 4]]]","[['ROW', 0], ['ROW', 4], ['COL', 1], ['COL', 4], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [2, 0, 1]]",6,0,11,0,0,1,2,2,0,3,1,5,21.00905966758728
"[[0 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 0, 1]], ['FACT', [2, 2, 9]], ['FACT', [8, 1, 7]]]","[['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 0, 7]]",5,1,0,0,0,1,1,0,0,1,2,5,15.589843273162842
"[[7 0 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]], ['FACT', [2, 5, 4]]]","[['ROW', 0], ['COL', 5], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 1, 3]]",7,0,6,0,0,1,1,1,0,2,1,7,27.636738538742065
"[[7 0 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [1, 0, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 2, 5]], ['FACT', [2, 0, 1]], ['FACT', [2, 1, 8]], ['FACT', [2, 2, 9]]]","[['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 1, 4]]",8,0,0,0,0,1,0,0,0,2,2,8,13.715552806854248
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [2, 0, 1]]]","[['ROW', 2], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 8, 1]]",5,1,0,0,0,1,0,1,0,2,1,5,29.011513471603394
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [4, 7, 3]]]","[['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 8, 3]]",5,1,0,0,0,1,1,0,0,1,2,5,14.252227067947388
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [2, 8, 3]]]","[['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 7, 7]]",8,0,0,0,0,1,0,0,0,2,2,8,12.962055206298828
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [2, 0, 1]], ['FACT', [2, 7, 7]], ['FACT', [5, 7, 2]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]]]","[['ROW', 7], ['COL', 7], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 2, 1]]",4,1,7,0,0,1,2,1,0,1,1,4,21.882438898086548
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [0 5 1 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [1, 4, 7]], ['FACT', [2, 4, 6]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [7, 4, 9]], ['FACT', [7, 8, 4]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['ROW', 8], ['COL', 4], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 0, 4]]",2,1,8,0,0,1,1,2,0,2,0,2,52.120667934417725
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [7, 4, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 7], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 0, 9]]",5,1,0,0,0,1,0,1,0,2,1,5,38.85668730735779
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]]]","[['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 0, 2]]",5,1,0,0,0,1,1,0,0,1,2,5,18.459851264953613
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 0 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [6, 2, 1]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 2, 8]]",8,0,0,0,0,1,0,0,0,2,2,8,20.14590311050415
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 0 3 0 0]
 [2 6 8 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [1, 3, 2]], ['FACT', [2, 0, 1]], ['FACT', [6, 4, 8]], ['FACT', [7, 2, 8]], ['FACT', [7, 3, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 0, 9]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['ROW', 7], ['COL', 3], ['COL', 0], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 5, 2]]",4,1,7,0,0,1,2,1,0,1,1,4,31.49775457382202
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 2 3 0 0]
 [2 6 8 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [1, 3, 2]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 5, 2]]]","[['COL', 5], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 4, 2]]",2,2,0,0,0,1,2,0,0,0,2,2,30.58117651939392
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [0 0 0 0 5 0 0 2 8]
 [4 5 1 0 8 2 3 0 0]
 [2 6 8 3 9 0 5 0 4]
 [9 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [2, 7, 7]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 7, 3]], ['FACT', [5, 4, 5]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [7, 2, 8]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]]]","[['ROW', 7], ['COL', 5], ['COL', 7], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 3, 7]]",5,1,8,0,0,1,2,1,0,1,2,5,30.682688236236572
