grid,hint_facts,hint_constraints,hint_derived,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,time
"[[0 0 2 8 0 3 9 0 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]], ['FACT', [4, 8, 5]], ['FACT', [7, 6, 5]]]","[['ROW', 1], ['ROW', 2], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [0, 7, 5]]",0,4,0,1,0,0,0,2,2,0,0,0,5.710137844085693
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [1, 6, 8]], ['FACT', [2, 5, 4]], ['FACT', [7, 8, 4]]]","[['ROW', 2], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 4]]",3,2,0,0,0,1,1,1,0,1,1,3,18.560465574264526
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [7, 4, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 8], ['ROW', 0], ['ROW', 1], ['COL', 6], ['COL', 0], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [2, 2, 9]]",2,3,3,0,0,1,2,3,1,1,1,1,17.798410654067993
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 3, 2]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [8, 8, 2]]]","[['ROW', 8], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [4, 4, 2]]",4,2,0,1,0,0,0,1,1,0,4,2,21.967764139175415
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [2, 2, 9]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 5], ['COL', 6], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 0, 3]]",1,3,9,1,1,0,2,0,2,1,0,0,28.09476613998413
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [3, 4, 3]], ['FACT', [5, 0, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]]]","[['ROW', 2], ['ROW', 3], ['ROW', 5], ['ROW', 1], ['COL', 6], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [4, 7, 3]]",0,3,6,1,0,1,1,4,1,0,0,0,9.64786672592163
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [2, 1, 8]], ['FACT', [5, 0, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 0], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 1, 3]]",1,3,0,1,0,0,0,1,2,0,1,1,8.260768413543701
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 1, 3]], ['FACT', [4, 7, 3]], ['FACT', [6, 6, 3]]]","[['ROW', 0], ['ROW', 1], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [2, 8, 3]]",0,4,0,1,0,0,0,2,2,0,0,0,5.728070259094238
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [4, 7, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 8, 2]]]","[['ROW', 6], ['ROW', 2], ['ROW', 8], ['ROW', 1], ['COL', 5], ['COL', 3], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [6, 5, 2]]",0,4,12,1,1,0,2,3,3,0,0,0,23.845897912979126
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [6, 5, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 8, 2]]]","[['ROW', 6], ['ROW', 8], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 0, 2]]",1,3,0,0,0,1,1,2,0,1,0,1,15.52619981765747
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 2, 5]], ['FACT', [2, 1, 8]], ['FACT', [2, 3, 5]], ['FACT', [4, 8, 5]], ['FACT', [5, 0, 3]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 0, 2]], ['FACT', [8, 7, 8]]]","[['ROW', 6], ['ROW', 4], ['ROW', 2], ['ROW', 7], ['ROW', 8], ['ROW', 5], ['ROW', 0], ['ROW', 1], ['COL', 5], ['COL', 0], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 5, 8]]",0,5,6,1,0,0,1,8,2,0,0,0,10.051032781600952
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [0 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 1, 8]], ['FACT', [3, 5, 8]], ['FACT', [5, 8, 8]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 6], ['ROW', 3], ['ROW', 8], ['ROW', 5], ['COL', 1], ['COL', 0], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [4, 0, 8]]",0,5,4,1,0,1,1,4,1,0,0,0,12.423276662826538
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [2, 1, 8]], ['FACT', [4, 0, 8]], ['FACT', [6, 4, 8]], ['FACT', [8, 7, 8]]]","[['ROW', 6], ['ROW', 8], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [7, 2, 8]]",0,4,0,1,0,0,0,2,2,0,0,0,5.89665961265564
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 0]
 [2 6 8 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 1, 3]], ['FACT', [1, 4, 7]], ['FACT', [1, 7, 4]], ['FACT', [2, 6, 2]], ['FACT', [4, 7, 3]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 6]], ['FACT', [7, 2, 8]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['ROW', 7], ['ROW', 8], ['ROW', 1], ['COL', 8], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [6, 8, 7]]",1,2,12,1,0,1,1,3,2,0,1,0,28.494948148727417
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [3, 4, 3]], ['FACT', [6, 6, 3]], ['FACT', [6, 8, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 6], ['ROW', 8], ['COL', 5], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 5, 7]]",0,3,6,1,0,1,1,2,1,0,0,0,18.492559909820557
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 0 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [3, 3, 4]], ['FACT', [3, 5, 8]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [5, 0, 3]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['ROW', 4], ['ROW', 5], ['ROW', 0], ['COL', 5], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 4, 6]]",1,1,10,1,0,1,1,3,1,0,1,1,24.51606583595276
"[[0 0 2 8 0 3 9 5 6]
 [0 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 4, 6]], ['FACT', [7, 1, 6]]]","[['ROW', 2], ['ROW', 0], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 0, 6]]",1,3,0,0,0,1,1,2,0,1,0,1,27.77082586288452
"[[0 0 2 8 0 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 0, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [2, 2, 9]], ['FACT', [2, 8, 3]], ['FACT', [3, 4, 3]], ['FACT', [3, 5, 8]], ['FACT', [4, 3, 9]], ['FACT', [4, 7, 3]], ['FACT', [4, 8, 5]], ['FACT', [6, 8, 7]], ['FACT', [7, 8, 4]], ['FACT', [8, 2, 3]], ['FACT', [8, 8, 2]]]","[['ROW', 4], ['ROW', 3], ['ROW', 1], ['COL', 1], ['COL', 8], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 1, 9]]",0,3,15,1,0,1,2,3,0,0,0,0,27.213884115219116
"[[0 0 2 8 0 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 0 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [4, 4, 2]], ['FACT', [5, 1, 9]], ['FACT', [7, 0, 2]]]","[['ROW', 4], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 1, 2]]",1,3,0,1,0,0,0,1,2,0,1,1,20.46924114227295
"[[0 0 2 8 0 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [2, 6, 2]], ['FACT', [3, 1, 2]], ['FACT', [4, 4, 2]], ['FACT', [8, 8, 2]]]","[['ROW', 4], ['ROW', 3], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [5, 7, 2]]",0,4,0,1,0,0,0,2,2,0,0,0,16.89249014854431
"[[0 0 2 8 0 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 4, 7]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [7, 5, 7]]]","[['COL', 3], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [5, 3, 7]]",2,2,0,1,0,0,0,0,2,0,2,2,44.672857999801636
"[[0 0 2 8 0 3 9 5 6]
 [6 3 5 2 7 9 8 4 0]
 [0 8 9 5 6 4 2 0 3]
 [5 2 0 4 3 8 0 0 0]
 [8 0 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [0 5 0 0 8 2 3 0 7]
 [2 6 8 3 9 7 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [2, 6, 2]], ['FACT', [4, 3, 9]], ['FACT', [5, 1, 9]], ['FACT', [5, 7, 2]], ['FACT', [6, 8, 7]], ['FACT', [7, 0, 2]], ['FACT', [7, 4, 9]]]","[['ROW', 4], ['ROW', 7], ['ROW', 5], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 8, 9]]",2,4,2,1,0,1,0,3,1,0,1,1,55.525283336639404
