,predicted,ground_truth,difference_df_relative,difference_df_abs
0,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
1,4.430000000000001,4.430000000000001,0.0,0.0
2,116.34,6.52,16.84355828220859,109.82000000000001
3,4.33,4.33,0.0,0.0
4,8.84,8.84,0.0,0.0
5,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
6,116.34,6.52,16.84355828220859,109.82000000000001
7,6.619999999999999,6.619999999999999,0.0,0.0
8,6.619999999999999,6.619999999999999,0.0,0.0
9,8.94,8.94,0.0,0.0
10,4.33,4.33,0.0,0.0
11,8.94,8.94,0.0,0.0
12,6.619999999999999,6.55,0.010687022900763267,0.0699999999999994
13,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
14,4.33,4.33,0.0,0.0
15,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
16,4.430000000000001,4.430000000000001,0.0,0.0
17,9.01,9.01,0.0,0.0
18,123.22,113.42999999999999,0.08630873666578513,9.790000000000006
19,523.52,422.61,0.23877806961501138,100.90999999999997
20,715.84,715.84,0.0,0.0
21,414.81,414.13,0.0016419964745369975,0.6800000000000068
22,6.72,6.72,0.0,0.0
23,4.33,4.33,0.0,0.0
24,116.34,6.52,16.84355828220859,109.82000000000001
25,4.33,4.33,0.0,0.0
26,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
27,4.430000000000001,4.430000000000001,0.0,0.0
28,6.619999999999999,6.619999999999999,0.0,0.0
29,4.33,4.33,0.0,0.0
30,4.33,4.33,0.0,0.0
31,116.27,6.449999999999999,17.026356589147287,109.82
32,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
33,116.33999999999999,6.52,16.84355828220859,109.82
34,4.33,4.33,0.0,0.0
35,116.34,6.449999999999999,17.037209302325582,109.89
36,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
37,4.33,4.33,0.0,0.0
38,116.27,6.449999999999999,17.026356589147287,109.82
39,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
40,6.619999999999999,6.619999999999999,0.0,0.0
41,4.33,4.33,0.0,0.0
42,118.63,8.809999999999999,12.465380249716233,109.82
43,4.33,4.33,0.0,0.0
44,6.619999999999999,6.619999999999999,0.0,0.0
45,4.33,4.33,0.0,0.0
46,116.34,6.449999999999999,17.037209302325582,109.89
47,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
48,118.49000000000001,8.67,12.666666666666668,109.82000000000001
49,116.34,6.449999999999999,17.037209302325582,109.89
50,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
51,116.34,6.449999999999999,17.037209302325582,109.89
52,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
53,118.63,8.67,12.682814302191463,109.96
54,116.34,6.449999999999999,17.037209302325582,109.89
55,114.05000000000001,4.2299999999999995,25.96217494089835,109.82000000000001
