,labelled data,weights,regret
0,50,"[0.8, 1.3000000000000003, 0.9, 0.101, 1.0, 1.0, 1.3010000000000002, 1.7000000000000006, 0.101, 2.000000000000001, 1.1, 0.601]",13.546732196204756
1,100,"[0.0010000000000000009, 1.6000000000000005, 1.3000000000000003, 0.101, 1.0, 1.0, 1.4010000000000002, 1.8000000000000007, 0.101, 2.9000000000000017, 1.1, 1.1010000000000002]",4.0708046956293655
