,labelled data,weights,regret
0,50,"[6.0, 11.0, 6.0, 21.0, 20.001, 16.0, 0.001, 21.0, 5.001, 5.001000000000001, 6.0, 5.001]",1.4957162013772047
1,100,"[6.0, 6.0, 26.0, 46.0, 25.001, 26.0, 0.001000000000000334, 31.0, 5.001, 15.001000000000001, 16.0, 0.001]",1.5417315984867048
