,labelled data,weights,regret
0,50,"[3.0, 3.0, 4.0, 6.0, 2.0, 3.0, 1.501, 6.5009999999999994, 1.8343333333333334, 3.708333333333334, 3.0, 0.001]",548.8075709885824
1,100,"[2.0, 7.0, 6.0, 3.0, 1.001, 5.0, 3.501, 8.501, 0.8343333333333334, 7.708333333333334, 3.0, 1.9009999999999998]",13.450304152071787
