,labelled data,weights,regret
0,50,"[0.901, 3.001, 2.001, 2.1676666666666664, 1.001, 1.0, 1.9343333333333332, 3.0, 1.501, 3.75, 2.001, 2.901]",14.665368320524601
1,100,"[1.901, 3.001, 3.001, 1.6676666666666664, 1.001, 1.0, 1.9343333333333332, 4.0, 0.001, 3.75, 2.001, 1.9009999999999998]",10.694441922491007
