,labelled data,weights,regret
0,50,"[21.124999999999996, 7.298619047619047, 21.476190476190474, 11.0, 10.001000000000001, 21.0, 21.750999999999998, 7.8759999999999994, 2.501, 0.001, 41.70833333333333, 13.333333333333332]",2.602032868223555
1,100,"[37.08333333333333, 7.381952380952379, 23.14285714285714, 21.0, 5.001, 46.0, 23.084333333333326, 17.875999999999998, 12.501, 21.79266666666667, 41.70833333333333, 0.001]",1.0139818701823138
