grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 0 0]
 [5 0 0 0 0 4 0 0 0]
 [0 0 2 0 5 8 0 0 4]
 [0 0 0 0 0 0 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [0, 7, 1]], ['FACT', [1, 3, 1]], ['FACT', [2, 0, 5]], ['FACT', [5, 1, 1]]]","[['ROW', 2], ['COL', 1], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 2, 1]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,9.98319673538208
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 0 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 0 0 4]
 [0 0 0 0 0 0 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [0, 7, 1]], ['FACT', [2, 5, 4]], ['FACT', [3, 8, 4]], ['FACT', [6, 6, 4]]]","[['ROW', 2], ['COL', 6], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 4]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,10.783610105514526
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 0 0 4]
 [0 0 0 0 0 0 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [1, 3, 1]], ['FACT', [3, 5, 8]], ['FACT', [5, 1, 1]], ['FACT', [7, 4, 1]]]","[['ROW', 5], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [4, 5, 1]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,8.532882928848267
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 0 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [0, 7, 1]], ['FACT', [3, 8, 4]], ['FACT', [4, 5, 1]], ['FACT', [5, 1, 1]]]","[['ROW', 3], ['COL', 7], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 6, 1]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,8.151055335998535
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [0, 7, 1]], ['FACT', [3, 6, 1]], ['FACT', [6, 8, 2]], ['FACT', [7, 8, 3]]]","[['COL', 8], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [8, 8, 1]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,6.882076740264893
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [0 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 1]]","[['FACT', [2, 2, 1]], ['FACT', [5, 1, 1]], ['FACT', [7, 4, 1]], ['FACT', [8, 8, 1]]]","[['ROW', 7], ['ROW', 8], ['COL', 1], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 0, 1]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,8.082141876220703
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [1 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [0 0 0 0 0 0 0 0 1]]","[['FACT', [0, 0, 4]], ['FACT', [1, 0, 7]], ['FACT', [2, 0, 5]], ['FACT', [3, 2, 2]], ['FACT', [6, 0, 1]], ['FACT', [7, 5, 2]]]","[['ROW', 7], ['COL', 0], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [8, 0, 2]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,1,4,1,4,0,2,2,7.372628211975098
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [1 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 0 0 3]
 [2 0 0 0 0 0 0 0 1]]","[['FACT', [0, 6, 7]], ['FACT', [3, 6, 1]], ['FACT', [4, 6, 6]], ['FACT', [5, 6, 8]], ['FACT', [6, 6, 4]], ['FACT', [7, 3, 5]], ['FACT', [7, 5, 2]], ['FACT', [7, 8, 3]]]","[['ROW', 7], ['COL', 6]]","['DERIVED', [7, 6, 9]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,2,5,2,8,3,0,0,7.636575698852539
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [1 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 9 0 3]
 [2 0 0 0 0 0 0 0 1]]","[['FACT', [0, 6, 7]], ['FACT', [3, 6, 1]], ['FACT', [4, 6, 6]], ['FACT', [5, 6, 8]], ['FACT', [6, 6, 4]], ['FACT', [6, 8, 2]], ['FACT', [7, 6, 9]], ['FACT', [7, 8, 3]]]","[['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 6, 5]]",2,8,1,1,0,0,1,1,0,0,0,8,0,0,4,6,2,8,0,0,0,7.846001863479614
"[[4 0 0 2 0 0 7 1 0]
 [7 0 0 1 0 0 0 4 0]
 [5 0 1 0 0 4 0 0 0]
 [0 0 2 0 5 8 1 0 4]
 [0 0 0 0 0 1 6 0 0]
 [3 1 0 6 0 0 8 0 7]
 [1 0 0 8 0 0 4 0 2]
 [0 0 0 5 1 2 9 0 3]
 [2 0 0 0 0 0 5 0 1]]","[['FACT', [2, 5, 4]], ['FACT', [3, 4, 5]], ['FACT', [4, 5, 1]], ['FACT', [5, 0, 3]], ['FACT', [5, 3, 6]], ['FACT', [5, 6, 8]], ['FACT', [5, 8, 7]], ['FACT', [7, 5, 2]]]","[['ROW', 5], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 5, 9]]",3,8,1,1,1,1,1,1,0,0,0,8,0,0,3,3,3,8,4,0,0,6.238292217254639
