grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 0 1 5 0 0 0]
 [1 0 0 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 0 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [0 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [0 1 8 9 0 6 0 0 3]]","[['FACT', [1, 0, 3]], ['FACT', [3, 1, 5]], ['FACT', [5, 1, 6]], ['FACT', [6, 2, 3]]]","[['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [4, 1, 3]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,9.427184104919434
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 0 1 5 0 0 0]
 [1 0 0 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [0 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [0 1 8 9 0 6 0 0 3]]","[['FACT', [0, 2, 6]], ['FACT', [1, 4, 1]], ['FACT', [1, 5, 5]], ['FACT', [2, 6, 6]]]","[['ROW', 1], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 3, 6]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,8.44797396659851
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 6 1 5 0 0 0]
 [1 0 0 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [0 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [0 1 8 9 0 6 0 0 3]]","[['FACT', [0, 2, 6]], ['FACT', [5, 1, 6]], ['FACT', [7, 0, 4]], ['FACT', [8, 5, 6]]]","[['ROW', 8], ['COL', 1], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 0, 6]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,9.175326585769653
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 6 1 5 0 0 0]
 [1 0 0 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [0 1 8 9 0 6 0 0 3]]","[['FACT', [3, 1, 5]], ['FACT', [6, 0, 6]], ['FACT', [6, 2, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 2, 8]]]","[['ROW', 7], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 0, 5]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,7.820135116577148
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 6 1 5 0 0 0]
 [1 0 0 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [0, 2, 6]], ['FACT', [1, 5, 5]], ['FACT', [3, 1, 5]], ['FACT', [8, 0, 5]]]","[['ROW', 1], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [2, 2, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,7.626391410827637
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 6 1 5 0 0 0]
 [1 0 5 3 9 0 6 0 8]
 [9 5 0 8 0 0 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [1, 4, 1]], ['FACT', [3, 3, 8]], ['FACT', [4, 2, 1]], ['FACT', [5, 8, 1]]]","[['ROW', 4], ['ROW', 5], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 5, 1]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,8.53186845779419
"[[0 0 6 0 8 0 0 0 0]
 [3 0 0 6 1 5 0 0 0]
 [1 0 5 3 9 0 6 0 8]
 [9 5 0 8 0 1 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [0, 4, 8]], ['FACT', [1, 0, 3]], ['FACT', [2, 8, 8]], ['FACT', [8, 2, 8]]]","[['ROW', 1], ['COL', 2], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 1, 8]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,7.67481803894043
"[[0 0 6 0 8 0 0 0 0]
 [3 8 0 6 1 5 0 0 0]
 [1 0 5 3 9 0 6 0 8]
 [9 5 0 8 0 1 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [3, 3, 8]], ['FACT', [4, 3, 4]], ['FACT', [4, 4, 7]], ['FACT', [5, 1, 6]], ['FACT', [8, 5, 6]]]","[['ROW', 5], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 4, 6]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,6.516889572143555
"[[0 0 6 0 8 0 0 0 0]
 [3 8 0 6 1 5 0 0 0]
 [1 0 5 3 9 0 6 0 8]
 [9 5 0 8 6 1 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [1, 0, 3]], ['FACT', [1, 4, 1]], ['FACT', [1, 5, 5]], ['FACT', [2, 0, 1]], ['FACT', [2, 2, 5]], ['FACT', [2, 3, 3]], ['FACT', [5, 8, 1]], ['FACT', [8, 8, 3]]]","[['ROW', 0], ['COL', 8], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 8, 5]]",4,8,2,1,1,1,1,0,0,0,2,2,2,4,0,2,2,2,0,2,6,7.3413190841674805
"[[0 0 6 0 8 0 0 0 5]
 [3 8 0 6 1 5 0 0 0]
 [1 0 5 3 9 0 6 0 8]
 [9 5 0 8 6 1 0 0 0]
 [0 3 1 4 7 0 0 0 0]
 [0 6 0 0 0 0 0 0 1]
 [6 0 3 0 0 0 0 0 0]
 [4 0 0 0 0 0 5 0 0]
 [5 1 8 9 0 6 0 0 3]]","[['FACT', [0, 8, 5]], ['FACT', [1, 5, 5]], ['FACT', [3, 1, 5]], ['FACT', [4, 3, 4]], ['FACT', [4, 4, 7]], ['FACT', [7, 6, 5]]]","[['ROW', 4], ['COL', 5], ['COL', 6], ['COL', 8], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 7, 5]]",5,6,1,3,1,1,0,0,0,3,1,2,4,0,0,0,1,2,2,4,4,6.284310817718506
