grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 0 0 2 0 0 0 1 0]
 [0 5 0 0 8 0 0 6 7]
 [0 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 0 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [6, 6, 7]], ['FACT', [6, 8, 5]], ['FACT', [7, 0, 9]], ['FACT', [8, 4, 9]]]","[['ROW', 8], ['ROW', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 7, 9]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,10.53896713256836
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 0 0 2 0 0 0 1 0]
 [0 5 0 0 8 0 0 6 7]
 [0 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [0, 2, 9]], ['FACT', [4, 1, 5]], ['FACT', [5, 1, 7]], ['FACT', [7, 0, 9]]]","[['COL', 0], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [3, 1, 9]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,8.966880559921265
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 0 0 0 1 0]
 [0 5 0 0 8 0 0 6 7]
 [0 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [3, 3, 2]], ['FACT', [4, 8, 7]], ['FACT', [5, 6, 9]], ['FACT', [5, 8, 4]], ['FACT', [8, 7, 2]]]","[['ROW', 3], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 6, 2]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,10.413718700408936
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 0 0 0 1 0]
 [0 5 0 0 8 0 2 6 7]
 [0 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [3, 3, 2]], ['FACT', [4, 6, 2]], ['FACT', [5, 1, 7]], ['FACT', [5, 2, 6]]]","[['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 0, 2]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,10.506272792816162
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 0 0 0 1 0]
 [0 5 0 0 8 0 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [2, 5, 6]], ['FACT', [3, 3, 2]], ['FACT', [4, 7, 6]], ['FACT', [5, 2, 6]]]","[['ROW', 3], ['COL', 5], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [3, 4, 6]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,11.095516920089722
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 6 0 0 1 0]
 [0 5 0 0 8 0 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [3, 3, 2]], ['FACT', [3, 4, 6]], ['FACT', [4, 8, 7]], ['FACT', [5, 1, 7]]]","[['ROW', 4], ['ROW', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 5, 7]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,8.729052066802979
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 6 7 0 1 0]
 [0 5 0 0 8 0 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [3, 7, 1]], ['FACT', [4, 1, 5]], ['FACT', [5, 5, 5]], ['FACT', [6, 8, 5]]]","[['ROW', 4], ['ROW', 5], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 6, 5]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,8.2316153049469
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 6 7 5 1 0]
 [0 5 0 0 8 0 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [0, 3, 4]], ['FACT', [3, 4, 6]], ['FACT', [3, 5, 7]], ['FACT', [4, 4, 8]], ['FACT', [5, 8, 4]]]","[['ROW', 5], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 5, 4]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,7.838690757751465
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 6 7 5 1 0]
 [0 5 0 0 8 4 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [3, 1, 9]], ['FACT', [4, 4, 8]], ['FACT', [4, 5, 4]], ['FACT', [5, 6, 9]]]","[['ROW', 5], ['ROW', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [4, 3, 9]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,6.534724950790405
"[[7 0 9 4 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 4 0 0 5 6 0 0 0]
 [0 9 0 2 6 7 5 1 0]
 [0 5 0 9 8 4 2 6 7]
 [2 7 6 0 0 5 9 0 4]
 [0 0 0 0 0 0 7 9 5]
 [9 0 0 0 0 0 0 0 0]
 [0 0 0 0 9 0 8 2 0]]","[['FACT', [0, 2, 9]], ['FACT', [2, 5, 6]], ['FACT', [4, 3, 9]], ['FACT', [8, 4, 9]]]","[['ROW', 0], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [1, 5, 9]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,8.677640199661255
