grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 0 0 0 0 0 0 0]
 [0 0 0 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 0 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 3, 1]], ['FACT', [3, 4, 1]], ['FACT', [6, 1, 1]], ['FACT', [8, 5, 3]]]","[['ROW', 6], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 5, 1]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,7.1454408168792725
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 0 0 0 0 0 0 0]
 [0 0 0 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 2, 6]], ['FACT', [4, 5, 6]], ['FACT', [5, 8, 6]], ['FACT', [8, 0, 6]]]","[['ROW', 3], ['COL', 0], ['COL', 2], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 1, 6]]",5,4,2,2,1,1,0,0,0,2,2,0,4,0,0,0,1,0,0,4,4,5.99383282661438
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 0 0 0 0 0 0 0]
 [0 6 0 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 2, 6]], ['FACT', [1, 2, 3]], ['FACT', [3, 3, 2]], ['FACT', [4, 2, 7]], ['FACT', [5, 2, 1]], ['FACT', [7, 0, 2]]]","[['ROW', 3], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [2, 2, 2]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,2,4,1,4,0,2,2,5.482599973678589
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 2 0 0 0 0 0 0]
 [0 6 0 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 2, 6]], ['FACT', [1, 2, 3]], ['FACT', [2, 2, 2]], ['FACT', [4, 2, 7]], ['FACT', [5, 2, 1]], ['FACT', [8, 1, 8]]]","[['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [3, 2, 8]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,4.9687323570251465
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 2 0 0 0 0 0 0]
 [0 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [3, 1, 6]], ['FACT', [3, 2, 8]], ['FACT', [3, 3, 2]], ['FACT', [3, 4, 1]], ['FACT', [3, 5, 4]], ['FACT', [3, 6, 3]], ['FACT', [3, 7, 5]], ['FACT', [3, 8, 7]]]","[['ROW', 3]]","['DERIVED', [3, 0, 9]]",1,8,0,0,1,1,0,0,0,0,0,8,0,0,2,0,1,8,8,0,0,6.840784311294556
"[[0 4 6 1 3 0 0 0 5]
 [1 0 3 6 7 0 0 0 0]
 [0 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 1, 4]], ['FACT', [0, 2, 6]], ['FACT', [1, 2, 3]], ['FACT', [2, 1, 7]], ['FACT', [2, 2, 2]], ['FACT', [3, 0, 9]]]","[['COL', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 1, 9]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,4.667593955993652
"[[0 4 6 1 3 0 0 0 5]
 [1 9 3 6 7 0 0 0 0]
 [0 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 8, 5]], ['FACT', [1, 0, 1]], ['FACT', [1, 1, 9]], ['FACT', [1, 2, 3]], ['FACT', [1, 3, 6]], ['FACT', [1, 4, 7]]]","[['ROW', 1], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 5, 5]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,4.33202600479126
"[[0 4 6 1 3 0 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [0 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 8, 5]], ['FACT', [1, 5, 5]], ['FACT', [2, 1, 7]], ['FACT', [2, 2, 2]]]","[['ROW', 2], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 0, 5]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,5.035738706588745
"[[0 4 6 1 3 0 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [1, 0, 1]], ['FACT', [2, 0, 5]], ['FACT', [3, 2, 8]], ['FACT', [8, 1, 8]]]","[['COL', 1], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 0, 8]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,3.8858397006988525
"[[8 4 6 1 3 0 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 4, 3]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 5]], ['FACT', [2, 2, 2]], ['FACT', [3, 3, 2]]]","[['ROW', 2], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 5, 2]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.6986241340637207
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 0 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 5, 2]], ['FACT', [1, 5, 5]], ['FACT', [4, 4, 8]], ['FACT', [7, 3, 8]]]","[['COL', 5], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [2, 5, 8]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,2.843965768814087
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 0 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 5, 2]], ['FACT', [1, 5, 5]], ['FACT', [2, 5, 8]], ['FACT', [3, 5, 4]], ['FACT', [4, 5, 6]], ['FACT', [5, 5, 7]], ['FACT', [7, 5, 1]], ['FACT', [8, 5, 3]]]","[['COL', 5]]","['DERIVED', [6, 5, 9]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,8,0,0,0,3.657050609588623
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 9 0 0 0]
 [2 3 0 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [1, 1, 9]], ['FACT', [6, 5, 9]], ['FACT', [7, 0, 2]], ['FACT', [8, 0, 6]], ['FACT', [8, 2, 4]]]","[['ROW', 6], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 2, 9]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.897550582885742
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 0 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [2, 0, 5]], ['FACT', [6, 1, 1]], ['FACT', [7, 1, 3]], ['FACT', [7, 2, 9]], ['FACT', [8, 1, 8]], ['FACT', [8, 2, 4]]]","[['COL', 0], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 2, 5]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,2.7533340454101562
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 0 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [1, 5, 5]], ['FACT', [3, 3, 2]], ['FACT', [5, 3, 3]], ['FACT', [6, 2, 5]], ['FACT', [7, 3, 8]], ['FACT', [8, 3, 7]]]","[['ROW', 6], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [4, 3, 5]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,2,4,1,4,0,2,2,3.6182613372802734
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 5 8 6 4 0 0]
 [4 0 1 3 0 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [3, 7, 5]], ['FACT', [4, 3, 5]], ['FACT', [5, 0, 4]], ['FACT', [5, 2, 1]]]","[['ROW', 4], ['ROW', 3], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 1, 5]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,3.1009042263031006
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 0 7 5 8 6 4 0 0]
 [4 5 1 3 0 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [2, 2, 2]], ['FACT', [3, 1, 6]], ['FACT', [5, 1, 5]], ['FACT', [7, 0, 2]]]","[['COL', 0], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 1, 2]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,3.139303207397461
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 0 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [3, 3, 2]], ['FACT', [3, 4, 1]], ['FACT', [4, 3, 5]], ['FACT', [4, 4, 8]], ['FACT', [5, 3, 3]], ['FACT', [6, 5, 9]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 4, 9]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,3.150632381439209
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 0 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 3, 1]], ['FACT', [1, 3, 6]], ['FACT', [5, 4, 9]], ['FACT', [6, 5, 9]]]","[['COL', 3], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [2, 3, 9]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,3.010387659072876
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 9 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 0 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 3, 1]], ['FACT', [1, 3, 6]], ['FACT', [2, 3, 9]], ['FACT', [3, 5, 4]], ['FACT', [7, 3, 8]], ['FACT', [8, 3, 7]]]","[['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 3, 4]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,2.608994960784912
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 9 0 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 4 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 4, 3]], ['FACT', [1, 4, 7]], ['FACT', [3, 5, 4]], ['FACT', [6, 3, 4]]]","[['COL', 4], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [2, 4, 4]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,1.9497225284576416
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 9 4 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 4 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 0]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 8, 5]], ['FACT', [3, 8, 7]], ['FACT', [5, 8, 6]], ['FACT', [7, 0, 2]], ['FACT', [7, 1, 3]], ['FACT', [7, 2, 9]], ['FACT', [7, 3, 8]], ['FACT', [7, 5, 1]]]","[['ROW', 7], ['COL', 8]]","['DERIVED', [7, 8, 4]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,0,3,2,8,5,0,0,2.50603985786438
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 0 0]
 [5 7 2 9 4 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 4 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 4]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [0, 1, 4]], ['FACT', [2, 4, 4]], ['FACT', [4, 6, 4]], ['FACT', [7, 8, 4]]]","[['ROW', 0], ['ROW', 2], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [1, 7, 4]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,0,4,4,1.9915778636932373
"[[8 4 6 1 3 2 0 0 5]
 [1 9 3 6 7 5 0 4 0]
 [5 7 2 9 4 8 0 0 0]
 [9 6 8 2 1 4 3 5 7]
 [3 2 7 5 8 6 4 0 0]
 [4 5 1 3 9 7 0 0 6]
 [7 1 5 4 0 9 0 0 0]
 [2 3 9 8 0 1 0 0 4]
 [6 8 4 7 0 3 0 0 0]]","[['FACT', [1, 0, 1]], ['FACT', [1, 1, 9]], ['FACT', [1, 3, 6]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 5]], ['FACT', [3, 6, 3]], ['FACT', [4, 6, 4]], ['FACT', [5, 1, 5]], ['FACT', [5, 2, 1]], ['FACT', [5, 4, 9]], ['FACT', [5, 5, 7]], ['FACT', [5, 8, 6]], ['FACT', [6, 0, 7]], ['FACT', [6, 1, 1]], ['FACT', [6, 2, 5]], ['FACT', [6, 5, 9]]]","[['ROW', 1], ['ROW', 6], ['ROW', 5], ['COL', 6]]","['DERIVED', [6, 6, 6]]",4,16,0,1,3,1,1,0,2,0,0,6,2,8,0,2,2,6,4,2,10,14.913915157318115
