grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 0 3 0 0 0 6 0 0]
 [7 0 0 8 0 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 0 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [1, 5, 1]], ['FACT', [4, 4, 1]], ['FACT', [7, 6, 1]], ['FACT', [8, 3, 2]]]","[['ROW', 7], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 3, 1]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,12.152069091796875
"[[0 0 3 0 0 0 6 0 0]
 [7 0 0 8 0 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [0, 6, 6]], ['FACT', [1, 5, 1]], ['FACT', [2, 4, 3]], ['FACT', [2, 5, 7]], ['FACT', [5, 3, 6]]]","[['ROW', 0], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 4, 6]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,10.301992177963257
"[[0 0 3 0 0 0 6 0 0]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [0, 6, 6]], ['FACT', [1, 3, 8]], ['FACT', [2, 1, 8]], ['FACT', [6, 8, 8]]]","[['ROW', 0], ['COL', 8], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 7, 8]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,12.324907541275024
"[[0 0 3 0 0 0 6 8 0]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [0, 6, 6]], ['FACT', [0, 7, 8]], ['FACT', [1, 0, 7]], ['FACT', [2, 5, 7]]]","[['ROW', 0], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 8, 7]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,9.33186650276184
"[[0 0 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [0, 2, 3]], ['FACT', [0, 6, 6]], ['FACT', [0, 7, 8]], ['FACT', [0, 8, 7]], ['FACT', [1, 5, 1]], ['FACT', [5, 0, 1]]]","[['ROW', 0], ['COL', 0], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 1, 1]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,1,0,1,4,4,2,2,8.665099859237671
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 0 2 0 0 0 3 0]]","[['FACT', [0, 1, 1]], ['FACT', [5, 0, 1]], ['FACT', [6, 3, 1]], ['FACT', [7, 6, 1]]]","[['ROW', 7], ['ROW', 6], ['COL', 0], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 2, 1]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,9.414199829101562
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [0 0 1 2 0 0 0 3 0]]","[['FACT', [3, 1, 5]], ['FACT', [6, 7, 5]], ['FACT', [7, 4, 5]], ['FACT', [8, 2, 1]]]","[['ROW', 7], ['ROW', 6], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 0, 5]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,7.412161350250244
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 0 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 6, 6]], ['FACT', [4, 7, 2]], ['FACT', [5, 3, 6]], ['FACT', [6, 7, 5]], ['FACT', [7, 7, 4]], ['FACT', [8, 7, 3]]]","[['ROW', 5], ['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 7, 6]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,1,4,1,4,0,2,2,8.626985549926758
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 6 0]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [3, 7, 6]], ['FACT', [4, 4, 1]], ['FACT', [5, 0, 1]], ['FACT', [7, 6, 1]]]","[['ROW', 3], ['COL', 6], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 8, 1]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,6.6159539222717285
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 0 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 8, 7]], ['FACT', [3, 7, 6]], ['FACT', [4, 7, 2]], ['FACT', [6, 7, 5]], ['FACT', [7, 7, 4]], ['FACT', [8, 7, 3]]]","[['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [5, 7, 7]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,6.889976978302002
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 0 0]
 [0 5 0 0 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 7, 8]], ['FACT', [1, 5, 1]], ['FACT', [3, 8, 1]], ['FACT', [7, 6, 1]]]","[['ROW', 1], ['COL', 6], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 7, 1]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,6.2252397537231445
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 0 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [2, 5, 7]], ['FACT', [3, 4, 4]], ['FACT', [4, 1, 7]], ['FACT', [5, 7, 7]]]","[['ROW', 3], ['COL', 5], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [3, 3, 7]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,5.859498977661133
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 0 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 7, 8]], ['FACT', [2, 7, 1]], ['FACT', [3, 7, 6]], ['FACT', [4, 7, 2]], ['FACT', [5, 7, 7]], ['FACT', [6, 7, 5]], ['FACT', [7, 7, 4]], ['FACT', [8, 7, 3]]]","[['COL', 7]]","['DERIVED', [1, 7, 9]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,8,0,0,0,5.8380866050720215
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 0 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 8, 7]], ['FACT', [1, 0, 7]], ['FACT', [2, 5, 7]], ['FACT', [3, 3, 7]], ['FACT', [4, 1, 7]], ['FACT', [7, 4, 5]], ['FACT', [7, 6, 1]], ['FACT', [7, 7, 4]]]","[['ROW', 7], ['COL', 5], ['COL', 8], ['COL', 0], ['COL', 1], ['COL', 3]]","['DERIVED', [7, 2, 7]]",6,8,0,5,1,1,0,0,0,5,0,3,5,0,0,0,1,3,3,5,5,6.3341991901397705
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [0 0 7 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [2, 1, 8]], ['FACT', [6, 8, 8]], ['FACT', [7, 2, 7]], ['FACT', [8, 0, 5]], ['FACT', [8, 2, 1]]]","[['ROW', 6], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 0, 8]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,5.0531463623046875
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 0 0 5 8]
 [8 0 7 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [0, 6, 6]], ['FACT', [1, 4, 6]], ['FACT', [2, 1, 8]], ['FACT', [3, 1, 5]], ['FACT', [4, 1, 7]], ['FACT', [5, 3, 6]], ['FACT', [6, 1, 3]], ['FACT', [6, 7, 5]], ['FACT', [6, 8, 8]]]","[['ROW', 5], ['ROW', 0], ['ROW', 6], ['ROW', 1], ['COL', 4], ['COL', 6], ['COL', 1], ['COL', 3], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 5, 6]]",9,9,1,4,4,1,0,0,3,4,1,3,3,3,0,0,1,3,3,8,6,10.520782470703125
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 6 0 5 8]
 [8 0 7 0 5 0 1 4 0]
 [5 0 1 2 0 0 0 3 0]]","[['FACT', [3, 4, 4]], ['FACT', [6, 3, 1]], ['FACT', [6, 5, 6]], ['FACT', [7, 7, 4]], ['FACT', [8, 3, 2]]]","[['ROW', 7], ['COL', 4], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 5, 4]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.9609251022338867
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 6 0 5 8]
 [8 0 7 0 5 0 1 4 0]
 [5 0 1 2 0 4 0 3 0]]","[['FACT', [6, 8, 8]], ['FACT', [7, 0, 8]], ['FACT', [8, 3, 2]], ['FACT', [8, 5, 4]]]","[['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 4, 8]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,3.9871151447296143
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 0 6 0 5 8]
 [8 0 7 0 5 0 1 4 0]
 [5 0 1 2 8 4 0 3 0]]","[['FACT', [2, 5, 7]], ['FACT', [3, 3, 7]], ['FACT', [7, 4, 5]], ['FACT', [8, 4, 8]]]","[['COL', 4], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 4, 7]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,3.998779773712158
"[[0 1 3 0 0 0 6 8 7]
 [7 0 0 8 6 1 0 9 0]
 [0 8 0 0 3 7 0 1 0]
 [0 5 0 7 4 0 0 6 1]
 [0 7 0 0 1 0 0 2 0]
 [1 0 4 6 0 0 0 7 0]
 [0 3 0 1 7 6 0 5 8]
 [8 0 7 0 5 0 1 4 0]
 [5 0 1 2 8 4 0 3 0]]","[['FACT', [5, 2, 4]], ['FACT', [6, 1, 3]], ['FACT', [7, 7, 4]], ['FACT', [8, 5, 4]]]","[['ROW', 6], ['COL', 2], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 0, 4]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,3.8285810947418213
