grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 0 0]
 [9 8 0 0 0 0 5 0 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 0 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 0 0 0 0 0 0 0]]","[['FACT', [2, 0, 9]], ['FACT', [4, 1, 9]], ['FACT', [6, 2, 4]], ['FACT', [7, 6, 9]]]","[['ROW', 7], ['COL', 0], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 2, 9]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,8.488400220870972
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 0 0]
 [9 8 0 0 0 0 5 0 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 0 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [0, 7, 6]], ['FACT', [2, 0, 9]], ['FACT', [3, 8, 9]], ['FACT', [7, 6, 9]]]","[['ROW', 2], ['COL', 8], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 9]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,7.288525342941284
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 0 0 0 0 5 0 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 0 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [0, 6, 8]], ['FACT', [0, 7, 6]], ['FACT', [1, 2, 7]], ['FACT', [2, 6, 5]], ['FACT', [7, 8, 7]]]","[['ROW', 1], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 7, 7]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,8.736869812011719
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 0 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 0 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [0, 3, 3]], ['FACT', [2, 0, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 6, 5]], ['FACT', [2, 7, 7]], ['FACT', [2, 8, 2]]]","[['ROW', 2], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 2, 3]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,6.4228832721710205
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 0 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [2, 7, 7]], ['FACT', [3, 6, 3]], ['FACT', [5, 1, 7]], ['FACT', [7, 8, 7]]]","[['ROW', 5], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [4, 6, 7]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,6.521267652511597
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 7 0 0]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [0, 7, 6]], ['FACT', [3, 6, 3]], ['FACT', [3, 8, 9]], ['FACT', [4, 6, 7]], ['FACT', [5, 3, 6]]]","[['ROW', 5], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 8, 6]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,6.6038618087768555
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 7 0 6]
 [0 7 0 6 0 0 0 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [3, 6, 3]], ['FACT', [3, 8, 9]], ['FACT', [4, 6, 7]], ['FACT', [4, 8, 6]], ['FACT', [5, 8, 8]], ['FACT', [7, 7, 4]]]","[['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 6, 4]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,6.534422397613525
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [0 9 0 0 0 0 7 0 6]
 [0 7 0 6 0 0 4 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [3, 5, 4]], ['FACT', [4, 1, 9]], ['FACT', [5, 6, 4]], ['FACT', [6, 2, 4]]]","[['ROW', 5], ['ROW', 3], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 0, 4]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,8.095253229141235
"[[0 2 0 3 0 0 8 6 0]
 [0 0 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [4 9 0 0 0 0 7 0 6]
 [0 7 0 6 0 0 4 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [0, 1, 2]], ['FACT', [2, 1, 8]], ['FACT', [4, 0, 4]], ['FACT', [6, 2, 4]]]","[['COL', 0], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 1, 4]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,6.5282909870147705
"[[0 2 0 3 0 0 8 6 0]
 [0 4 7 0 0 0 0 9 0]
 [9 8 3 0 0 0 5 7 2]
 [0 0 0 0 0 4 3 5 9]
 [4 9 0 0 0 0 7 0 6]
 [0 7 0 6 0 0 4 0 8]
 [7 0 4 0 2 0 0 0 5]
 [2 0 0 0 3 0 9 4 7]
 [0 0 9 0 0 0 0 0 0]]","[['FACT', [2, 2, 3]], ['FACT', [3, 6, 3]], ['FACT', [4, 0, 4]], ['FACT', [4, 1, 9]], ['FACT', [5, 1, 7]]]","[['ROW', 3], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [5, 0, 3]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,7.999577045440674
