grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 0 2 0 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 0 2 0 0 3]]","[['FACT', [1, 3, 9]], ['FACT', [2, 3, 5]], ['FACT', [3, 4, 2]], ['FACT', [8, 5, 2]]]","[['COL', 3], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [0, 3, 2]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,10.480020999908447
"[[0 0 0 2 0 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 0 2 0 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 0 2 0 0 3]]","[['FACT', [1, 4, 7]], ['FACT', [2, 4, 3]], ['FACT', [4, 3, 6]], ['FACT', [6, 5, 6]]]","[['COL', 4], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [0, 4, 6]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,9.070151329040527
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 0 2 0 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 0 2 0 0 3]]","[['FACT', [1, 3, 9]], ['FACT', [3, 4, 2]], ['FACT', [4, 4, 8]], ['FACT', [4, 5, 3]], ['FACT', [5, 0, 9]]]","[['ROW', 5], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 5, 9]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,9.530738115310669
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 0 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 0 2 0 0 3]]","[['FACT', [3, 4, 2]], ['FACT', [3, 5, 9]], ['FACT', [4, 3, 6]], ['FACT', [4, 4, 8]], ['FACT', [4, 5, 3]], ['FACT', [5, 1, 1]]]","[['ROW', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 3, 1]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,9.600552558898926
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 0 2 0 0 3]]","[['FACT', [3, 3, 1]], ['FACT', [6, 2, 1]], ['FACT', [7, 7, 1]], ['FACT', [8, 5, 2]]]","[['ROW', 8], ['COL', 3], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 4, 1]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,9.008996725082397
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 0 7 0 1 2 0 0 3]]","[['FACT', [2, 3, 5]], ['FACT', [6, 6, 5]], ['FACT', [8, 0, 8]], ['FACT', [8, 2, 7]], ['FACT', [8, 4, 1]], ['FACT', [8, 5, 2]]]","[['ROW', 8], ['COL', 3], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 1, 5]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,2,0,1,4,4,2,2,10.19542384147644
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 0 0 0 0 0 0 1 0]
 [8 5 7 0 1 2 0 0 3]]","[['FACT', [2, 2, 9]], ['FACT', [5, 0, 9]], ['FACT', [6, 1, 2]], ['FACT', [8, 1, 5]]]","[['COL', 1], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [7, 1, 9]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,7.986099720001221
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 0 6 5 0 0]
 [0 9 0 0 0 0 0 1 0]
 [8 5 7 0 1 2 0 0 3]]","[['FACT', [1, 3, 9]], ['FACT', [6, 5, 6]], ['FACT', [7, 1, 9]], ['FACT', [8, 4, 1]], ['FACT', [8, 5, 2]]]","[['ROW', 7], ['COL', 3], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 4, 9]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,7.994321823120117
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 9 6 5 0 0]
 [0 9 0 0 0 0 0 1 0]
 [8 5 7 0 1 2 0 0 3]]","[['FACT', [5, 7, 6]], ['FACT', [6, 5, 6]], ['FACT', [8, 0, 8]], ['FACT', [8, 1, 5]], ['FACT', [8, 2, 7]], ['FACT', [8, 8, 3]]]","[['ROW', 8], ['COL', 7], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 6, 6]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,1,0,1,4,4,2,2,8.373965978622437
"[[0 0 0 2 6 0 0 0 0]
 [0 0 0 9 7 1 0 0 0]
 [0 0 9 5 3 0 0 7 0]
 [0 0 0 1 2 9 0 0 0]
 [0 0 0 6 8 3 0 0 0]
 [9 1 3 0 0 0 0 6 0]
 [0 2 1 0 9 6 5 0 0]
 [0 9 0 0 0 0 0 1 0]
 [8 5 7 0 1 2 6 0 3]]","[['FACT', [6, 4, 9]], ['FACT', [7, 1, 9]], ['FACT', [8, 6, 6]], ['FACT', [8, 8, 3]]]","[['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 7, 9]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,5.921810865402222
