grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 3 0 0 0 5 0 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 0 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 0 0]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 0 0 0 0]]","[['FACT', [6, 7, 4]], ['FACT', [7, 2, 4]], ['FACT', [8, 3, 8]], ['FACT', [8, 4, 5]]]","[['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 5, 4]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,4.477609634399414
"[[0 3 0 0 0 5 0 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 0 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 0 0]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [3, 3, 5]], ['FACT', [4, 6, 1]], ['FACT', [5, 6, 7]], ['FACT', [5, 7, 9]], ['FACT', [6, 8, 5]]]","[['ROW', 3], ['COL', 8], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 7, 5]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,5.167768478393555
"[[0 3 0 0 0 5 0 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 0 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 5 0]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [1, 6, 3]], ['FACT', [3, 7, 8]], ['FACT', [3, 8, 6]], ['FACT', [4, 7, 5]], ['FACT', [5, 2, 3]]]","[['ROW', 5], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 8, 3]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,5.2854905128479
"[[0 3 0 0 0 5 0 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 0 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 5 3]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [0, 5, 5]], ['FACT', [1, 6, 3]], ['FACT', [4, 7, 5]], ['FACT', [6, 8, 5]]]","[['ROW', 0], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [2, 6, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,4.289840936660767
"[[0 3 0 0 0 5 0 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 5 3]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [1, 6, 3]], ['FACT', [2, 6, 5]], ['FACT', [3, 7, 8]], ['FACT', [7, 8, 8]]]","[['COL', 6], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [0, 6, 8]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,4.729079484939575
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 0 8 6]
 [0 6 8 0 9 7 1 5 3]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [0, 6, 8]], ['FACT', [1, 6, 3]], ['FACT', [2, 6, 5]], ['FACT', [4, 6, 1]], ['FACT', [5, 6, 7]], ['FACT', [6, 7, 4]]]","[['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [3, 6, 4]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,4.864169597625732
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [0 6 8 0 9 7 1 5 3]
 [1 5 3 0 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [3, 6, 4]], ['FACT', [5, 0, 1]], ['FACT', [5, 1, 5]], ['FACT', [5, 2, 3]], ['FACT', [5, 4, 6]], ['FACT', [5, 5, 8]]]","[['ROW', 5], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [5, 3, 4]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,6.099152088165283
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [0 6 8 0 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [3, 6, 4]], ['FACT', [4, 1, 6]], ['FACT', [4, 2, 8]], ['FACT', [5, 3, 4]]]","[['ROW', 4], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 0, 4]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,4.26695442199707
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 0 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 0 0 8 5 4 0 0 0]]","[['FACT', [3, 2, 9]], ['FACT', [6, 6, 9]], ['FACT', [8, 0, 6]], ['FACT', [8, 3, 8]], ['FACT', [8, 4, 5]], ['FACT', [8, 5, 4]]]","[['ROW', 8], ['COL', 2], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 1, 9]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,1,0,1,4,4,2,2,5.82130241394043
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 0 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 0 0 0]]","[['FACT', [4, 0, 4]], ['FACT', [4, 1, 6]], ['FACT', [4, 2, 8]], ['FACT', [4, 4, 9]], ['FACT', [4, 5, 7]], ['FACT', [4, 6, 1]], ['FACT', [4, 7, 5]], ['FACT', [4, 8, 3]]]","[['ROW', 4]]","['DERIVED', [4, 3, 2]]",1,8,0,0,1,1,0,0,0,0,0,8,0,0,2,0,1,8,8,0,0,6.703924179077148
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 0]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 0 0 0]]","[['FACT', [4, 3, 2]], ['FACT', [5, 0, 1]], ['FACT', [5, 1, 5]], ['FACT', [5, 2, 3]], ['FACT', [5, 6, 7]], ['FACT', [5, 7, 9]]]","[['ROW', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 8, 2]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,4.421460151672363
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 0 0 0]]","[['FACT', [0, 6, 8]], ['FACT', [1, 6, 3]], ['FACT', [2, 6, 5]], ['FACT', [5, 8, 2]], ['FACT', [6, 6, 9]], ['FACT', [7, 6, 6]]]","[['COL', 6], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [8, 6, 2]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,4.177570104598999
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 0 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 2 0 0]]","[['FACT', [6, 5, 2]], ['FACT', [7, 0, 5]], ['FACT', [7, 2, 4]], ['FACT', [8, 6, 2]]]","[['ROW', 6], ['ROW', 8], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [7, 1, 2]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,3.4550881385803223
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [0 0 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 2 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 2 0 0]]","[['FACT', [3, 2, 9]], ['FACT', [4, 3, 2]], ['FACT', [5, 8, 2]], ['FACT', [7, 1, 2]]]","[['ROW', 3], ['COL', 1], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 0, 2]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,4.096365213394165
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 0 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 2 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 2 0 0]]","[['FACT', [3, 0, 2]], ['FACT', [3, 2, 9]], ['FACT', [4, 5, 7]], ['FACT', [5, 6, 7]]]","[['ROW', 3], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 1, 7]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,2.756526470184326
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 2 4 0 0 0 6 0 8]
 [6 9 0 8 5 4 2 0 0]]","[['FACT', [3, 1, 7]], ['FACT', [6, 0, 3]], ['FACT', [6, 2, 1]], ['FACT', [7, 0, 5]], ['FACT', [7, 2, 4]], ['FACT', [8, 0, 6]]]","[['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 2, 7]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,3.595378875732422
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 2 4 0 0 0 6 0 8]
 [6 9 7 8 5 4 2 0 0]]","[['FACT', [1, 8, 7]], ['FACT', [6, 6, 9]], ['FACT', [6, 7, 4]], ['FACT', [7, 6, 6]], ['FACT', [8, 2, 7]]]","[['ROW', 8], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 7, 7]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.7911860942840576
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 0 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 0 0]]","[['FACT', [6, 3, 6]], ['FACT', [6, 5, 2]], ['FACT', [7, 7, 7]], ['FACT', [8, 2, 7]]]","[['ROW', 8], ['ROW', 7], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 4, 7]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,2.994077444076538
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 0 0]]","[['FACT', [1, 6, 3]], ['FACT', [4, 8, 3]], ['FACT', [6, 7, 4]], ['FACT', [7, 7, 7]]]","[['COL', 7], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [8, 7, 3]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,3.04097843170166
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 3 0]]","[['FACT', [4, 6, 1]], ['FACT', [6, 2, 1]], ['FACT', [7, 7, 7]], ['FACT', [7, 8, 8]], ['FACT', [8, 7, 3]]]","[['ROW', 6], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 8, 1]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,2.77146577835083
"[[0 3 0 0 0 5 8 6 0]
 [0 0 0 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 3 1]]","[['FACT', [0, 5, 5]], ['FACT', [2, 6, 5]], ['FACT', [5, 1, 5]], ['FACT', [7, 0, 5]]]","[['ROW', 2], ['ROW', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 2, 5]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,0,4,4,2.30133318901062
"[[0 3 0 0 0 5 8 6 0]
 [0 0 5 0 0 0 3 0 7]
 [0 0 0 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 3 1]]","[['FACT', [0, 7, 6]], ['FACT', [1, 2, 5]], ['FACT', [4, 1, 6]], ['FACT', [8, 0, 6]]]","[['ROW', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [2, 2, 6]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,1.9515767097473145
"[[0 3 0 0 0 5 8 6 0]
 [0 0 5 0 0 0 3 0 7]
 [0 0 6 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 3 1]]","[['FACT', [1, 2, 5]], ['FACT', [2, 2, 6]], ['FACT', [3, 0, 2]], ['FACT', [7, 1, 2]]]","[['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [0, 2, 2]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,1.6601953506469727
"[[0 3 2 0 0 5 8 6 0]
 [0 0 5 0 0 0 3 0 7]
 [0 0 6 0 0 0 5 0 0]
 [2 7 9 5 0 0 4 8 6]
 [4 6 8 2 9 7 1 5 3]
 [1 5 3 4 6 8 7 9 2]
 [3 8 1 6 7 2 9 4 5]
 [5 2 4 0 0 0 6 7 8]
 [6 9 7 8 5 4 2 3 1]]","[['FACT', [0, 5, 5]], ['FACT', [2, 2, 6]], ['FACT', [5, 4, 6]], ['FACT', [6, 3, 6]]]","[['ROW', 2], ['COL', 4], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 5, 6]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,1.7072830200195312
