grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[4 0 0 9 0 0 2 0 6]
 [0 0 0 3 2 4 0 0 0]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 0 0 1 0 0 0]
 [7 2 1 0 0 0 6 0 9]
 [3 4 8 6 9 2 1 0 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [3, 5, 1]], ['FACT', [4, 0, 7]], ['FACT', [5, 3, 6]], ['FACT', [5, 5, 2]], ['FACT', [7, 4, 7]]]","[['ROW', 4], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 3, 7]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,6.33337140083313
"[[4 0 0 9 0 0 2 0 6]
 [0 0 0 3 2 4 0 0 0]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 0 0 0 6 0 9]
 [3 4 8 6 9 2 1 0 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [1, 5, 4]], ['FACT', [3, 3, 7]], ['FACT', [5, 3, 6]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [4, 3, 4]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,5.386308431625366
"[[4 0 0 9 0 0 2 0 6]
 [0 0 0 3 2 4 0 0 0]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 0 0 6 0 9]
 [3 4 8 6 9 2 1 0 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [1, 5, 4]], ['FACT', [2, 5, 6]], ['FACT', [3, 3, 7]], ['FACT', [7, 4, 7]]]","[['COL', 5], ['BLOCK', [[6, 3], [9, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [0, 5, 7]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,4.60752010345459
"[[4 0 0 9 0 7 2 0 6]
 [0 0 0 3 2 4 0 0 0]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 0 0 6 0 9]
 [3 4 8 6 9 2 1 0 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [3, 3, 7]], ['FACT', [4, 0, 7]], ['FACT', [5, 6, 1]], ['FACT', [5, 8, 5]]]","[['ROW', 5], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 7, 7]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,4.347769021987915
"[[4 0 0 9 0 7 2 0 6]
 [0 0 0 3 2 4 0 0 0]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 0 0 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [0, 8, 6]], ['FACT', [2, 8, 4]], ['FACT', [5, 7, 7]], ['FACT', [8, 6, 7]]]","[['COL', 8], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [1, 8, 7]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,3.9329886436462402
"[[4 0 0 9 0 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 0 0 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [0, 6, 2]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 3]], ['FACT', [2, 6, 9]], ['FACT', [2, 8, 4]], ['FACT', [4, 3, 4]], ['FACT', [4, 6, 6]], ['FACT', [4, 8, 9]], ['FACT', [5, 0, 3]], ['FACT', [6, 5, 3]]]","[['ROW', 1], ['ROW', 4], ['COL', 7], ['COL', 5], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [4, 4, 3]]",6,10,2,2,2,1,0,0,1,2,2,3,3,4,1,0,1,3,3,5,7,6.553663492202759
"[[4 0 0 9 0 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 3 0 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [3, 1, 5]], ['FACT', [4, 3, 4]], ['FACT', [4, 4, 3]], ['FACT', [5, 8, 5]]]","[['ROW', 4], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [4, 5, 5]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,4.733530759811401
"[[4 0 0 9 0 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 3 5 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [1, 4, 2]], ['FACT', [2, 4, 1]], ['FACT', [4, 5, 5]], ['FACT', [6, 4, 6]], ['FACT', [7, 4, 7]], ['FACT', [8, 4, 4]]]","[['COL', 4], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [0, 4, 5]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,4.336348295211792
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 0 1 0 0 0]
 [7 2 1 4 3 5 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [3, 3, 7]], ['FACT', [3, 5, 1]], ['FACT', [4, 3, 4]], ['FACT', [4, 4, 3]], ['FACT', [4, 5, 5]], ['FACT', [5, 2, 8]]]","[['ROW', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 4, 8]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,6.4481024742126465
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 0 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [3, 4, 8]], ['FACT', [4, 6, 6]], ['FACT', [4, 8, 9]], ['FACT', [5, 2, 8]]]","[['ROW', 5], ['ROW', 3], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [4, 7, 8]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,3.4411191940307617
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 0 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [0, 6, 2]], ['FACT', [0, 8, 6]], ['FACT', [1, 8, 7]], ['FACT', [2, 6, 9]], ['FACT', [2, 8, 4]], ['FACT', [4, 7, 8]]]","[['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 6, 8]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,3.7134671211242676
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 0 7 0 0]]","[['FACT', [0, 5, 7]], ['FACT', [1, 5, 4]], ['FACT', [2, 5, 6]], ['FACT', [3, 4, 8]], ['FACT', [6, 5, 3]], ['FACT', [7, 5, 9]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [8, 5, 8]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,3.413421154022217
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 0 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 3, 9]], ['FACT', [1, 3, 3]], ['FACT', [3, 4, 8]], ['FACT', [8, 5, 8]]]","[['COL', 5], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 3, 8]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,2.863689661026001
"[[4 0 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 0, 4]], ['FACT', [1, 6, 8]], ['FACT', [2, 3, 8]], ['FACT', [5, 2, 8]]]","[['ROW', 1], ['ROW', 2], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 1, 8]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,2.7279820442199707
"[[4 8 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 0]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [1, 6, 8]], ['FACT', [4, 7, 8]], ['FACT', [6, 8, 1]], ['FACT', [8, 5, 8]]]","[['ROW', 8], ['COL', 7], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 8, 8]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,3.6010196208953857
"[[4 8 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [0 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 1, 8]], ['FACT', [5, 2, 8]], ['FACT', [7, 8, 8]], ['FACT', [8, 5, 8]]]","[['ROW', 8], ['ROW', 7], ['COL', 1], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 0, 8]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,3.9141712188720703
"[[4 8 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 0]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 6, 2]], ['FACT', [4, 8, 9]], ['FACT', [5, 8, 5]], ['FACT', [6, 8, 1]], ['FACT', [7, 8, 8]], ['FACT', [8, 2, 2]]]","[['ROW', 8], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [3, 8, 2]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,2,4,1,4,0,2,2,3.4242262840270996
"[[4 8 0 9 5 7 2 0 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 0, 4]], ['FACT', [0, 1, 8]], ['FACT', [0, 6, 2]], ['FACT', [0, 8, 6]], ['FACT', [2, 4, 1]], ['FACT', [4, 2, 1]]]","[['ROW', 0], ['COL', 2], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 7, 1]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,2,0,1,4,4,2,2,3.279129981994629
"[[4 8 0 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 0, 4]], ['FACT', [0, 1, 8]], ['FACT', [0, 6, 2]], ['FACT', [0, 7, 1]], ['FACT', [0, 8, 6]], ['FACT', [1, 3, 3]]]","[['ROW', 0], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 2, 3]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,3.1023757457733154
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 0 4]
 [9 5 6 7 8 1 0 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 2, 3]], ['FACT', [1, 3, 3]], ['FACT', [2, 6, 9]], ['FACT', [2, 8, 4]]]","[['ROW', 2], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 7, 3]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,2.5089869499206543
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 0 7]
 [2 0 0 8 1 6 9 3 4]
 [9 5 6 7 8 1 0 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [0, 4, 5]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 9]], ['FACT', [2, 7, 3]], ['FACT', [5, 8, 5]]]","[['ROW', 0], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 7, 5]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.2504451274871826
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 5 7]
 [2 0 0 8 1 6 9 3 4]
 [9 5 6 7 8 1 0 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [2, 7, 3]], ['FACT', [3, 8, 2]], ['FACT', [4, 6, 6]], ['FACT', [4, 8, 9]], ['FACT', [5, 0, 3]]]","[['ROW', 5], ['COL', 7], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [3, 6, 3]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.354684352874756
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 5 7]
 [2 0 0 8 1 6 9 3 4]
 [9 5 6 7 8 1 3 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 0]]","[['FACT', [2, 7, 3]], ['FACT', [3, 6, 3]], ['FACT', [6, 8, 1]], ['FACT', [7, 8, 8]]]","[['COL', 7], ['COL', 6], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [8, 8, 3]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,2.728823661804199
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 5 7]
 [2 0 0 8 1 6 9 3 4]
 [9 5 6 7 8 1 3 0 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 3]]","[['FACT', [3, 6, 3]], ['FACT', [3, 8, 2]], ['FACT', [4, 3, 4]], ['FACT', [5, 1, 4]]]","[['ROW', 3], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [3, 7, 4]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,2.691012382507324
"[[4 8 3 9 5 7 2 1 6]
 [0 0 0 3 2 4 8 5 7]
 [2 0 0 8 1 6 9 3 4]
 [9 5 6 7 8 1 3 4 2]
 [7 2 1 4 3 5 6 8 9]
 [3 4 8 6 9 2 1 7 5]
 [8 0 0 0 6 3 0 0 1]
 [0 0 0 0 7 9 0 0 8]
 [0 0 2 0 4 8 7 0 3]]","[['FACT', [0, 4, 5]], ['FACT', [1, 7, 5]], ['FACT', [2, 0, 2]], ['FACT', [3, 1, 5]]]","[['ROW', 2], ['COL', 1], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 2, 5]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,1.9379122257232666
