grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[1 2 0 0 0 8 0 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 0 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 0 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 7, 9]], ['FACT', [1, 2, 9]], ['FACT', [2, 3, 4]], ['FACT', [8, 4, 9]]]","[['ROW', 2], ['COL', 4], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [2, 5, 9]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,5.829975843429565
"[[1 2 0 0 0 8 0 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 0 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 5, 8]], ['FACT', [1, 7, 5]], ['FACT', [2, 1, 5]], ['FACT', [7, 3, 5]]]","[['ROW', 0], ['COL', 3], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [0, 4, 5]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,5.670068979263306
"[[1 2 0 0 5 8 0 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 0 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 7, 9]], ['FACT', [1, 1, 4]], ['FACT', [2, 3, 4]], ['FACT', [8, 8, 4]]]","[['ROW', 1], ['ROW', 2], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [0, 6, 4]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,5.972613573074341
"[[1 2 0 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 0 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 0, 1]], ['FACT', [0, 1, 2]], ['FACT', [0, 4, 5]], ['FACT', [0, 5, 8]], ['FACT', [2, 7, 3]], ['FACT', [8, 3, 3]]]","[['ROW', 0], ['COL', 3], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [0, 2, 3]]",3,6,1,1,1,1,0,0,0,1,1,4,2,0,2,0,1,4,4,2,2,6.291805028915405
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 0 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 4, 5]], ['FACT', [3, 0, 5]], ['FACT', [5, 8, 5]], ['FACT', [7, 3, 5]]]","[['ROW', 5], ['ROW', 3], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [4, 5, 5]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,0,4,4,5.8340744972229
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 0 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [2, 3, 4]], ['FACT', [3, 2, 4]], ['FACT', [4, 7, 4]], ['FACT', [7, 5, 4]]]","[['ROW', 4], ['ROW', 3], ['COL', 5], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [5, 4, 4]]",5,4,1,2,2,0,0,1,2,2,0,0,4,0,0,0,1,0,0,4,4,5.186617136001587
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [0 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 2, 3]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 2]], ['FACT', [5, 0, 9]], ['FACT', [6, 0, 4]], ['FACT', [8, 3, 3]]]","[['ROW', 8], ['COL', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [7, 0, 3]]",3,6,1,1,1,0,1,0,1,0,1,4,2,0,1,4,1,4,0,2,2,5.306922197341919
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 0 0 0]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [2, 7, 3]], ['FACT', [3, 8, 3]], ['FACT', [7, 0, 3]], ['FACT', [8, 6, 5]]]","[['ROW', 7], ['COL', 8], ['COL', 7], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [6, 6, 3]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,4.56717848777771
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 3 0 0]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [1, 8, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 4, 8]], ['FACT', [8, 1, 8]]]","[['ROW', 6], ['COL', 8], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 7, 8]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,4.400829553604126
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 3 8 0]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [6, 0, 4]], ['FACT', [6, 1, 9]], ['FACT', [6, 2, 5]], ['FACT', [6, 6, 3]], ['FACT', [6, 7, 8]], ['FACT', [8, 5, 1]]]","[['ROW', 6], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 8, 1]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,3.8537230491638184
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 0 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 6, 4]], ['FACT', [0, 7, 9]], ['FACT', [1, 3, 1]], ['FACT', [2, 7, 3]], ['FACT', [6, 8, 1]]]","[['ROW', 1], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [2, 6, 1]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,3.2586662769317627
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 1 3 0]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 1, 2]], ['FACT', [1, 8, 8]], ['FACT', [3, 8, 3]], ['FACT', [4, 0, 2]], ['FACT', [5, 8, 5]], ['FACT', [7, 7, 2]]]","[['ROW', 4], ['ROW', 0], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [2, 8, 2]]",4,6,1,1,2,0,1,0,2,0,1,3,3,0,1,3,1,3,0,3,3,3.7460126876831055
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 0 0 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [0, 1, 2]], ['FACT', [0, 5, 8]], ['FACT', [0, 7, 9]], ['FACT', [1, 3, 1]], ['FACT', [2, 3, 4]], ['FACT', [3, 0, 5]], ['FACT', [3, 2, 4]], ['FACT', [3, 8, 3]], ['FACT', [6, 1, 9]], ['FACT', [6, 7, 8]], ['FACT', [7, 3, 5]], ['FACT', [7, 7, 2]], ['FACT', [8, 1, 8]], ['FACT', [8, 3, 3]]]","[['ROW', 0], ['ROW', 3], ['ROW', 6], ['COL', 1], ['COL', 7], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 3, 2]]",7,14,1,3,3,1,1,0,2,2,1,6,2,6,2,4,2,6,2,5,8,17.55276131629944
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 0 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [6, 3, 2]], ['FACT', [6, 5, 7]], ['FACT', [7, 3, 5]], ['FACT', [7, 4, 8]], ['FACT', [7, 5, 4]], ['FACT', [8, 3, 3]], ['FACT', [8, 4, 9]], ['FACT', [8, 5, 1]]]","[['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [6, 4, 6]]",1,8,1,0,0,0,0,1,0,0,0,8,0,0,8,2,1,8,2,0,0,3.473381757736206
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 0 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [2, 0, 8]], ['FACT', [2, 1, 5]], ['FACT', [2, 3, 4]], ['FACT', [2, 5, 9]], ['FACT', [2, 6, 1]], ['FACT', [2, 7, 3]], ['FACT', [2, 8, 2]], ['FACT', [6, 4, 6]]]","[['ROW', 2], ['COL', 4]]","['DERIVED', [2, 2, 6]]",2,8,0,1,1,1,0,0,0,1,0,7,1,0,2,0,1,7,7,1,1,4.419270753860474
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 6 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [0 8 2 3 9 1 5 0 4]]","[['FACT', [2, 2, 6]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 2]], ['FACT', [5, 0, 9]], ['FACT', [6, 0, 4]], ['FACT', [7, 0, 3]]]","[['COL', 0], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [8, 0, 6]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,5,0,1,1,2.7256057262420654
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 6 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 0 4]]","[['FACT', [6, 5, 7]], ['FACT', [8, 0, 6]], ['FACT', [8, 1, 8]], ['FACT', [8, 2, 2]], ['FACT', [8, 6, 5]], ['FACT', [8, 8, 4]]]","[['ROW', 8], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 7, 7]]",2,6,1,0,1,1,0,0,0,0,1,5,1,0,2,0,1,5,5,1,1,2.9364166259765625
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 6 4 0 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [2, 0, 8]], ['FACT', [2, 1, 5]], ['FACT', [2, 2, 6]], ['FACT', [2, 3, 4]], ['FACT', [2, 5, 9]], ['FACT', [2, 6, 1]], ['FACT', [2, 7, 3]], ['FACT', [2, 8, 2]]]","[['ROW', 2]]","['DERIVED', [2, 4, 7]]",1,8,0,0,1,1,0,0,0,0,0,8,0,0,2,0,1,8,8,0,0,4.175735712051392
"[[1 2 3 0 5 8 4 9 0]
 [0 4 9 1 0 0 0 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [0, 0, 1]], ['FACT', [0, 1, 2]], ['FACT', [0, 2, 3]], ['FACT', [1, 1, 4]], ['FACT', [1, 2, 9]], ['FACT', [2, 4, 7]]]","[['ROW', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 0, 7]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,2.7950687408447266
"[[1 2 3 0 5 8 4 9 0]
 [7 4 9 1 0 0 0 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [0, 6, 4]], ['FACT', [0, 7, 9]], ['FACT', [1, 0, 7]], ['FACT', [2, 4, 7]]]","[['ROW', 0], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 8, 7]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,2.3244869709014893
"[[1 2 3 0 5 8 4 9 7]
 [7 4 9 1 0 0 0 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [0, 6, 4]], ['FACT', [0, 7, 9]], ['FACT', [0, 8, 7]], ['FACT', [1, 7, 5]], ['FACT', [1, 8, 8]], ['FACT', [2, 2, 6]]]","[['ROW', 2], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 6, 6]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,2.472430944442749
"[[1 2 3 0 5 8 4 9 7]
 [7 4 9 1 0 0 6 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [0, 4, 5]], ['FACT', [0, 5, 8]], ['FACT', [1, 6, 6]], ['FACT', [2, 2, 6]]]","[['ROW', 1], ['ROW', 2], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 3, 6]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,2.3964600563049316
"[[1 2 3 6 5 8 4 9 7]
 [7 4 9 1 0 0 6 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 0]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [1, 6, 6]], ['FACT', [6, 4, 6]], ['FACT', [7, 7, 2]], ['FACT', [8, 0, 6]]]","[['ROW', 7], ['COL', 6], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 8, 6]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,2.397714614868164
"[[1 2 3 6 5 8 4 9 7]
 [7 4 9 1 0 0 6 5 8]
 [8 5 6 4 7 9 1 3 2]
 [5 0 4 0 0 0 0 0 3]
 [2 0 0 0 0 5 0 4 0]
 [9 0 0 0 4 0 0 0 5]
 [4 9 5 2 6 7 3 8 1]
 [3 0 0 5 8 4 0 2 6]
 [6 8 2 3 9 1 5 7 4]]","[['FACT', [6, 1, 9]], ['FACT', [7, 7, 2]], ['FACT', [7, 8, 6]], ['FACT', [8, 4, 9]]]","[['ROW', 7], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 6, 9]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,2.011908531188965
