grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time
"[[0 0 1 0 0 4 7 0 0]
 [6 0 0 0 2 0 3 0 0]
 [8 0 0 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [0 2 6 7 0 0 0 0 0]]","[['FACT', [0, 6, 7]], ['FACT', [1, 4, 2]], ['FACT', [2, 6, 6]], ['FACT', [2, 7, 4]], ['FACT', [3, 8, 2]]]","[['ROW', 1], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [0, 7, 2]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,10.104633092880249
"[[0 0 1 0 0 4 7 2 0]
 [6 0 0 0 2 0 3 0 0]
 [8 0 0 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [0 2 6 7 0 0 0 0 0]]","[['FACT', [0, 2, 1]], ['FACT', [6, 7, 1]], ['FACT', [7, 0, 4]], ['FACT', [7, 1, 5]], ['FACT', [8, 1, 2]]]","[['ROW', 6], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [8, 0, 1]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,10.713029623031616
"[[0 0 1 0 0 4 7 2 0]
 [6 0 0 0 2 0 3 0 0]
 [8 0 0 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 7, 2]], ['FACT', [1, 4, 2]], ['FACT', [2, 0, 8]], ['FACT', [8, 1, 2]]]","[['ROW', 2], ['COL', 1], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 2, 2]]",4,4,2,1,1,1,0,0,0,1,2,1,3,0,1,0,1,1,1,3,3,9.743920803070068
"[[0 0 1 0 0 4 7 2 0]
 [6 0 0 0 2 0 3 0 0]
 [8 0 2 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 2, 1]], ['FACT', [2, 2, 2]], ['FACT', [3, 0, 5]], ['FACT', [7, 1, 5]]]","[['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 2, 5]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,8.918699741363525
"[[0 0 1 0 0 4 7 2 0]
 [6 0 5 0 2 0 3 0 0]
 [8 0 2 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 5, 4]], ['FACT', [1, 0, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 7, 4]]]","[['ROW', 1], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 1, 4]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,2,7.262959241867065
"[[0 0 1 0 0 4 7 2 0]
 [6 4 5 0 2 0 3 0 0]
 [8 0 2 0 0 0 6 4 0]
 [5 0 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 2, 1]], ['FACT', [4, 1, 8]], ['FACT', [5, 6, 1]], ['FACT', [8, 0, 1]]]","[['ROW', 5], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [3, 1, 1]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,8.376673460006714
"[[0 0 1 0 0 4 7 2 0]
 [6 4 5 0 2 0 3 0 0]
 [8 0 2 0 0 0 6 4 0]
 [5 1 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 0 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [1, 0, 6]], ['FACT', [3, 1, 1]], ['FACT', [4, 1, 8]], ['FACT', [8, 2, 6]]]","[['COL', 1], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [5, 1, 6]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,8.793970108032227
"[[0 0 1 0 0 4 7 2 0]
 [6 4 5 0 2 0 3 0 0]
 [8 0 2 0 0 0 6 4 0]
 [5 1 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 6 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 6, 7]], ['FACT', [1, 0, 6]], ['FACT', [1, 1, 4]], ['FACT', [2, 0, 8]], ['FACT', [3, 2, 7]]]","[['ROW', 0], ['COL', 2], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [2, 1, 7]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,7.3141233921051025
"[[0 0 1 0 0 4 7 2 0]
 [6 4 5 0 2 0 3 0 0]
 [8 7 2 0 0 0 6 4 0]
 [5 1 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 6 0 0 0 0 1 5 0]
 [0 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [2, 1, 7]], ['FACT', [3, 2, 7]], ['FACT', [7, 0, 4]], ['FACT', [8, 0, 1]]]","[['COL', 2], ['COL', 1], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [6, 0, 7]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,6.468239784240723
"[[0 0 1 0 0 4 7 2 0]
 [6 4 5 0 2 0 3 0 0]
 [8 7 2 0 0 0 6 4 0]
 [5 1 7 0 0 0 0 0 2]
 [0 8 0 3 0 0 0 7 0]
 [0 6 0 0 0 0 1 5 0]
 [7 0 0 4 0 0 0 1 0]
 [4 5 0 0 8 0 0 0 0]
 [1 2 6 7 0 0 0 0 0]]","[['FACT', [0, 6, 7]], ['FACT', [1, 4, 2]], ['FACT', [2, 1, 7]], ['FACT', [8, 3, 7]]]","[['ROW', 2], ['ROW', 0], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 5, 7]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,7.430450439453125
