,labelled data,weights,regret
0,50,"[0.001, 41.001000000000005, 24.333333333333332, 0.001, 10.000999999999998, 21.0, 40.001, 51.0, 21.667666666666666, 28.333333333333332, 0.001, 0.0010000000000012221]",0.13883253365116718
1,100,"[5.001000000000001, 62.66766666666665, 41.0, 30.000999999999998, 30.000999999999998, 31.0, 54.001, 71.0, 30.000999999999994, 53.33333333333332, 6.2509999999999994, 0.001]",0.23372825245227538
