,labelled data,weights,regret
0,50,"[0.351, 3.25, 0.751, 0.0010000000000000009, 1.5, 2.0, 2.25, 3.5, 0.9583333333333335, 1.626, 0.1885, 0.20100000000000004]",0.16322233106176023
1,100,"[0.651, 3.1000000000000005, 1.751, 0.5009999999999999, 2.5, 3.0, 2.625, 4.666666666666667, 1.0583333333333336, 3.2093333333333334, 0.0635, 0.5509999999999995]",0.14359385368224165
