,iter,weights
0,1,"{'number_adjacent_facts_other_value': 1, 'number_other_facts_same_value': 1, 'number_other_facts_other_value': 1, 'adjacent_col_used': 1, 'adjacent_row_used': 1, 'adjacent_block_used': 1, 'other_col_cons': 1, 'other_row_cons': 1, 'other_block_cons': 1, 'number_adjacent_row_facts': 1, 'number_adjacent_col_facts': 1, 'number_adjacent_block_facts': 1}"
1,2,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 1.5, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
2,3,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 1.5, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
3,4,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 0.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
4,5,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 0.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
5,6,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 0.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
6,7,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.0416666666666667, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
7,8,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 0.8750000000000001, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
8,9,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
9,10,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
10,11,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
11,12,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
12,13,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
13,14,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.0, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 1.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
14,15,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 2.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.0, 'other_col_cons': 1.375, 'other_row_cons': 1.5, 'other_block_cons': 1.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
15,16,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 1.5, 'other_col_cons': 1.875, 'other_row_cons': 1.5, 'other_block_cons': 1.875, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
16,17,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
17,18,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
18,19,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 0.5, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
19,20,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.875, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
20,21,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 1.625, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.2, 'number_adjacent_block_facts': 1.5}"
21,22,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 2.125, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.2, 'number_adjacent_block_facts': 1.5}"
22,23,"{'number_adjacent_facts_other_value': 1.2, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.0, 'other_col_cons': 1.875, 'other_row_cons': 2.0, 'other_block_cons': 2.125, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.2, 'number_adjacent_block_facts': 1.5}"
23,24,"{'number_adjacent_facts_other_value': 0.7, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.5, 'other_col_cons': 2.375, 'other_row_cons': 1.8333333333333333, 'other_block_cons': 1.625, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 0.7, 'number_adjacent_block_facts': 1.5}"
24,25,"{'number_adjacent_facts_other_value': 0.7, 'number_other_facts_same_value': 1.125, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.0, 'adjacent_block_used': 2.5, 'other_col_cons': 2.375, 'other_row_cons': 1.6666666666666665, 'other_block_cons': 1.625, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 0.7, 'number_adjacent_block_facts': 1.5}"
