,iter,time exp 1,time exp 2
0,1,12.667684316635132,10.64571499824524
1,2,12.22285795211792,16.69673728942871
2,3,11.115045309066772,17.27934503555298
3,4,11.429104804992676,17.186198949813843
4,5,12.066032886505127,24.525968074798584
5,6,22.211421728134155,43.4147469997406
6,7,15.811699867248535,29.824203491210938
7,8,26.446419954299927,34.18910837173462
8,9,26.68042826652527,34.54144215583801
9,10,19.787997007369995,36.51232361793518
10,11,22.235353469848633,46.77852511405945
11,12,25.55371642112732,43.17972016334534
12,13,18.42082643508911,37.094064235687256
13,14,21.4019935131073,45.73178434371948
14,15,29.039655208587646,42.870611906051636
15,16,21.29885768890381,46.8576865196228
16,17,25.1229248046875,37.564661741256714
17,18,19.99408483505249,37.876906633377075
18,19,18.16047477722168,33.3171124458313
19,20,23.124603033065796,45.59528112411499
20,21,21.575104236602783,36.752983808517456
21,22,24.371727466583252,27.563252925872803
22,23,18.098323583602905,28.95805788040161
23,24,17.316383600234985,52.34730386734009
24,25,19.838128566741943,30.520416736602783
25,26,15.726730585098267,27.89090585708618
26,27,14.745080471038818,17.66859221458435
27,28,16.655466556549072,18.93504285812378
28,29,19.410725116729736,20.108425855636597
29,30,15.815139770507812,25.092695713043213
30,31,12.475512027740479,34.86990666389465
31,32,12.717869281768799,35.276827573776245
32,33,15.833374738693237,33.52285075187683
33,34,14.642118215560913,18.656452655792236
34,35,14.130603790283203,16.70247197151184
35,36,14.036795377731323,16.994422435760498
36,37,13.34477710723877,19.70793318748474
37,38,13.893128156661987,23.01273822784424
38,39,15.9268798828125,21.214159727096558
39,40,12.75180959701538,20.210867166519165
40,41,17.5921573638916,19.081748485565186
41,42,14.361591577529907,18.53454852104187
42,43,12.191442012786865,20.199538230895996
43,44,14.86405324935913,32.73559093475342
44,45,11.777795791625977,27.557840585708618
45,46,24.060283184051514,60.8899130821228
46,47,17.806546211242676,130.5049397945404
47,48,21.433383226394653,113.47861647605896
48,49,16.004555225372314,121.39557552337646
49,50,16.37183380126953,143.37403321266174
50,51,25.44027328491211,185.99689984321594
51,52,63.90021872520447,83.61448860168457
52,53,28.74448847770691,253.36881279945374
53,54,18.823309183120728,267.29436111450195
54,55,18.59845757484436,228.05379509925842
55,56,12.15501880645752,24.05785369873047
56,57,11.993390560150146,23.76633381843567
57,58,14.668771266937256,23.988881826400757
58,59,14.095272302627563,29.878729343414307
59,60,14.335320949554443,27.15540099143982
60,61,12.415809392929077,26.396836757659912
61,62,11.145755529403687,22.796758890151978
62,63,14.135656833648682,23.63970375061035
63,64,13.38569450378418,23.61472988128662
64,65,12.914202690124512,21.540327787399292
65,66,10.030534744262695,26.617996215820312
66,67,17.159517765045166,25.787202835083008
67,68,8.079661130905151,63.63222408294678
68,69,20.126803159713745,46.10241365432739
69,70,17.956319093704224,46.09377837181091
70,71,14.684830665588379,42.49246335029602
71,72,14.417978763580322,39.21226763725281
72,73,11.153958320617676,49.8139066696167
73,74,13.516191959381104,44.516505002975464
74,75,13.633261442184448,40.95021986961365
75,76,9.7081298828125,43.695805311203
76,77,9.762295484542847,38.988287925720215
77,78,11.801656723022461,62.02833032608032
78,79,10.287816524505615,59.04062509536743
79,80,12.200937271118164,48.587507247924805
80,81,6.149554491043091,49.42766880989075
81,82,5.25059700012207,40.454678535461426
82,83,12.456788778305054,32.382993936538696
83,84,7.587793588638306,25.34189009666443
84,85,7.648470401763916,15.820729494094849
85,86,6.399487018585205,17.099851846694946
86,87,5.858238935470581,14.51280689239502
87,88,7.434901237487793,16.048857927322388
88,89,7.337182521820068,12.23293161392212
89,90,5.780343294143677,12.436333894729614
90,91,5.8710854053497314,12.652696371078491
91,92,5.183227777481079,8.701407432556152
92,93,7.342858076095581,10.653896570205688
93,94,7.490631103515625,26.78823208808899
94,95,21.87907838821411,28.34310030937195
95,96,26.412842273712158,38.967689037323
96,97,6.340496778488159,28.875929832458496
97,98,22.507768154144287,37.183701515197754
98,99,24.051398992538452,30.431626319885254
99,100,5.349102020263672,194.36234593391418
100,101,11.22871708869934,45.42279648780823
